"SFU1",1
"SFU11",2
"SFU111",3
"SFU112",2
"SFU113",2
"SFU114",4
"SFU115",3
"SFU116",3
"SFU117",5
"SFU118",1
"SFU119",2
"SFU12",6
"SFU120",2
"SFU121",6
"SFU122",4
"SFU123",3
"SFU124",2
"SFU125",6
"SFU126",6
"SFU127",1
"SFU128",2
"SFU129",6
"SFU13",2
"SFU130",4
"SFU131",5
"SFU132",6
"SFU133",2
"SFU134",2
"SFU135",4
"SFU136",2
"SFU137",2
"SFU138",6
"SFU139",2
"SFU14",6
"SFU140",1
"SFU141",2
"SFU142",2
"SFU143",2
"SFU144",2
"SFU145",4
"SFU146",3
"SFU147",3
"SFU148",2
"SFU15",2
"SFU16",2
"SFU17",5
"SFU18",6
"SFU19",4
"SFU2",3
"SFU20",3
"SFU21",4
"SFU22",3
"SFU23",3
"SFU24",3
"SFU25",2
"SFU26",2
"SFU27",3
"SFU28",3
"SFU29",2
"SFU3",4
"SFU30",3
"SFU31",3
"SFU32",5
"SFU33",1
"SFU34",4
"SFU35",6
"SFU36",2
"SFU37",2
"SFU38",4
"SFU39",4
"SFU4",4
"SFU40",6
"SFU41",3
"SFU42",2
"SFU43",3
"SFU44",4
"SFU45",6
"SFU46",3
"SFU47",3
"SFU48",3
"SFU49",2
"SFU5",3
"SFU50",4
"SFU51",3
"SFU52",2
"SFU53",2
"SFU54",6
"SFU55",3
"SFU58",2
"SFU59",3
"SFU6",2
"SFU60",3
"SFU61",2
"SFU63",6
"SFU66",2
"SFU67",3
"SFU68",4
"SFU69",6
"SFU7",2
"SFU70",6
"SFU71",5
"SFU72",4
"SFU73",2
"SFU76",4
"SFU78",4
"SFU79",6
"SFU8",3
"SFU80",4
"SFU81",2
"SFU82",4
"SFU83",6
"SFU84",4
"SFU86",2
"SFU87",3
"SFU88",2
"SFU89",2
"SFU9",4
"SFU90",3
"SFU92",6
"SFU93",2
"SFU95",6
"SFU96",4
"SFU97",6
"SFU98",6
"SFU99",3
"X1",5
"X10",6
"X103",6
"X104",3
"X105",2
"X106",1
"X107",2
"X109",6
"X11",6
"X110",5
"X111",4
"X112",4
"X116",1
"X117",6
"X118",4
"X119",3
"X120",5
"X121",6
"X122",1
"X123",6
"X124",2
"X125",4
"X126",2
"X127",3
"X128",1
"X129",5
"X13",2
"X130",2
"X131",6
"X132",4
"X133",5
"X134",3
"X135",4
"X136",6
"X137",3
"X138",5
"X139",6
"X14",2
"X141",6
"X142",2
"X143",4
"X144",4
"X145",3
"X146",2
"X147",3
"X148",3
"X149",3
"X150",5
"X153",6
"X154",6
"X155",4
"X156",2
"X157",2
"X158",5
"X16",2
"X160",4
"X161",1
"X162",4
"X163",6
"X164",2
"X165",2
"X166",6
"X167",3
"X168",6
"X169",3
"X17",3
"X170",2
"X171",4
"X172",3
"X173",2
"X174",2
"X175",6
"X176",6
"X177",3
"X18",3
"X19",2
"X2",6
"X20",3
"X21",6
"X22",3
"X23",6
"X24",2
"X25",3
"X26",6
"X27",3
"X28",3
"X29",4
"X3",5
"X30",6
"X31",6
"X32",4
"X33",6
"X34",4
"X35",4
"X36",4
"X37",2
"X38",2
"X39",3
"X4",1
"X40",2
"X41",2
"X42",3
"X43",2
"X44",4
"X45",2
"X46",3
"X47",2
"X48",6
"X49",3
"X5",2
"X50",5
"X51",5
"X52",2
"X53",6
"X57",6
"X58",6
"X59",3
"X6",2
"X60",3
"X62",4
"X63",4
"X64",5
"X65",4
"X66",6
"X68",6
"X69",5
"X7",2
"X70",2
"X71",3
"X73",1
"X74",3
"X75",6
"X76",2
"X77",6
"X78",1
"X79",6
"X8",2
"X80",3
"X81",5
"X82",3
"X83",1
"X84",4
"X86",3
"X87",6
"X88",4
"X89",2
"X9",6
"X90",5
"X91",6
"X93",2
"X94",2
"X95",2
"X96",6
"X97",5
"X98",4
"X99",4
"P1",6
"P10",2
"P11",2
"P12",2
"P13",2
"P14",2
"P15",6
"P16",2
"P17",2
"P18",2
"P19",2
"P2",2
"P20",6
"P21",2
"P3",2
"P4",2
"P5",2
"P6",6
"P7",2
"P8",6
"P9",2
