"","mz","polarity","p_value"
"1",71.4385728149841,"positive",2.09074886856178
"2",81.069795355829,"positive",2.22666176192632
"3",93.0696406564484,"positive",4.30382952574336
"4",95.0853915981942,"positive",3.41597793711171
"5",96.0442797723783,"positive",1.83952123658755
"6",96.0887116342545,"positive",2.79248305713779
"7",104.106999698802,"positive",1.39799561317274
"8",105.069969541621,"positive",2.11443108857219
"9",106.049630456669,"positive",1.54694158805882
"10",109.101011607698,"positive",2.03251591053617
"11",119.049157124791,"positive",1.50449875856039
"12",119.085289005201,"positive",1.68788625273443
"13",121.100973023714,"positive",2.78540768160129
"14",122.104313975182,"positive",2.10839140919156
"15",123.007445267805,"positive",2.34505662335712
"16",123.116608940838,"positive",2.82060306978453
"17",126.054912094308,"positive",1.59852957095394
"18",135.116706865059,"positive",4.34051551372646
"19",136.120153962895,"positive",4.07912786234481
"20",138.054934482211,"positive",2.29360845014834
"21",141.018150601175,"positive",3.61721635228088
"22",144.065516487501,"positive",1.49519162273247
"23",145.097169522923,"positive",2.9500135195709
"24",147.116746274731,"positive",1.91090750916117
"25",149.132442091562,"positive",3.90404797882131
"26",150.135785611506,"positive",2.86658185002662
"27",155.033814344993,"positive",2.00309063069199
"28",159.028722643953,"positive",4.07912786234481
"29",159.02890054277,"positive",1.64109319226857
"30",160.032094243528,"positive",3.17892786859246
"31",161.132410821874,"positive",3.02968480381331
"32",163.147927714183,"positive",3.10829818287759
"33",165.163693351038,"positive",2.40281071666806
"34",175.148054606897,"positive",4.14869223912304
"35",176.151398526813,"positive",2.63824757050665
"36",187.079353829387,"positive",2.12186276220591
"37",187.14803805469,"positive",1.91090750916117
"38",189.163656972921,"positive",4.17391903976948
"39",190.166980677708,"positive",4.02448299161388
"40",191.054867726967,"positive",3.32127331232519
"41",197.096124777556,"positive",1.58004550844851
"42",201.163732296478,"positive",1.30623279753541
"43",204.086582073384,"positive",1.75240984083099
"44",204.141747272111,"positive",2.40281071666806
"45",205.089880223192,"positive",1.54290497717818
"46",211.107682401523,"positive",2.57062938979625
"47",212.098738752695,"positive",1.62212574887323
"48",213.163386970619,"positive",2.12186276220591
"49",215.179119525563,"positive",1.54217034315108
"50",215.179224191278,"positive",3.63732732508995
"51",216.182576938375,"positive",3.10829818287759
"52",217.194861676167,"positive",3.45592244894186
"53",222.097058551873,"positive",1.97865281125666
"54",226.107327793199,"positive",1.86822128105212
"55",227.179143149758,"positive",2.22666176192632
"56",229.194810663356,"positive",3.69465631911859
"57",230.198249845585,"positive",3.68791023968577
"58",231.210457958526,"positive",1.60879460766667
"59",244.136922106038,"positive",2.35778210818602
"60",252.182418857917,"positive",1.37076489352129
"61",257.226009616243,"positive",1.77983635208614
"62",257.226032447863,"positive",1.86953893778188
"63",257.22609726489,"positive",4.92029901232554
"64",257.22611171337,"positive",3.63078674946535
"65",258.229429797272,"positive",1.31578057991596
"66",265.116006297337,"positive",1.32990531288489
"67",269.189624900055,"positive",2.11443108857219
"68",271.16893504713,"positive",7.59736263384217
"69",272.172457803702,"positive",6.90311935392497
"70",274.091822483574,"positive",1.64196731527962
"71",281.225983545228,"positive",1.54089922541939
"72",281.225951880492,"positive",3.61721635228088
"73",282.229362220118,"positive",2.35778210818602
"74",282.229368198808,"positive",1.50449875856039
"75",283.241577193868,"positive",1.85747759119284
"76",283.24156595697,"positive",1.79175791093523
"77",283.241653983148,"positive",3.63121847392438
"78",283.241696539218,"positive",3.27133875993753
"79",283.241760886286,"positive",2.9232828162121
"80",284.123776652061,"positive",2.7879300791845
"81",284.245018224302,"positive",2.92452893653516
"82",284.245115093193,"positive",2.79248305713779
"83",284.245192297157,"positive",2.67849076736281
"84",285.257295785559,"positive",4.11434382444088
"85",285.413126561266,"positive",3.20494690045019
"86",286.260649818257,"positive",3.77382292756371
"87",287.263819480243,"positive",4.11434382444088
"88",288.203690856009,"positive",2.23269104342145
"89",288.266381316492,"positive",2.92748221905549
"90",289.179646049265,"positive",2.12186276220591
"91",292.102321885153,"positive",1.65794367910795
"92",293.122811399801,"positive",2.20960311429177
"93",294.116181579233,"positive",2.92823932816054
"94",296.632492724226,"positive",3.51202285688823
"95",297.184642455692,"positive",3.77382292756371
"96",297.220860322285,"positive",2.20995427159041
"97",299.0022581804,"positive",1.49519162273247
"98",299.236497502045,"positive",4.12336917761955
"99",299.236484086146,"positive",2.34505662335712
"100",300.239835304504,"positive",1.98186045779323
"101",300.239855521261,"positive",3.68792689674721
"102",300.239947518133,"positive",3.63732732508995
"103",301.252112100148,"positive",3.61721635228088
"104",301.252093728187,"positive",3.18786157035156
"105",301.252141041166,"positive",5.3024258456589
"106",301.252110697116,"positive",2.40281071666806
"107",302.255442540575,"positive",3.68792689674721
"108",302.268089428116,"positive",1.39944842928365
"109",302.255617622669,"positive",3.23294291765487
"110",303.068452059002,"positive",1.70860236022811
"111",303.267540070594,"positive",3.88113319515557
"112",304.270950299105,"positive",2.82060306978453
"113",305.210567130695,"positive",2.56052357176075
"114",305.210642581938,"positive",3.165601391373
"115",306.214066258374,"positive",1.78086492589989
"116",306.21403222795,"positive",2.03251591053617
"117",315.231437318669,"positive",1.54217034315108
"118",317.161113707962,"positive",1.57601565298052
"119",317.247050129322,"positive",2.79248305713779
"120",317.247194464672,"positive",2.20960311429177
"121",317.644171540699,"positive",1.71990850586664
"122",318.250511643732,"positive",1.993336104532
"123",318.250552266267,"positive",2.27996136675292
"124",319.262618276482,"positive",2.85809870280882
"125",320.266098317249,"positive",2.28574999372303
"126",321.205625913849,"positive",2.05121209365578
"127",321.269254670878,"positive",1.54217034315108
"128",325.143143805508,"positive",2.9481802474176
"129",325.644811802782,"positive",1.34541542231245
"130",326.144162167808,"positive",1.42110081810497
"131",333.169128475938,"positive",2.5033373558672
"132",333.241903433875,"positive",2.51512770758805
"133",335.257551504481,"positive",2.09074886856178
"134",336.260837527818,"positive",1.3763320375481
"135",342.632893699811,"positive",2.09074886856178
"136",345.205751904003,"positive",2.07762388574948
"137",352.147756047296,"positive",2.05121209365578
"138",355.074641089808,"positive",2.65259261813117
"139",356.144691527514,"positive",1.61771589709678
"140",357.176359234056,"positive",1.54217034315108
"141",359.157597836592,"positive",1.52958638774792
"142",364.219529910845,"positive",1.39676299972038
"143",380.214339929858,"positive",2.24109826322136
"144",381.226557979097,"positive",2.97271228699925
"145",381.226570558863,"positive",3.77382292756371
"146",382.230292851844,"positive",2.03251591053617
"147",382.230055675595,"positive",2.22666176192632
"148",389.131146545743,"positive",2.01650811196507
"149",390.134086059358,"positive",2.35778210818602
"150",391.210828767253,"positive",2.87916565213654
"151",393.156480169993,"positive",2.27996136675292
"152",393.658056161634,"positive",2.01650811196507
"153",417.335731084665,"positive",1.9664650345309
"154",422.212682494038,"positive",1.42110081810497
"155",423.216263123363,"positive",1.33516982070154
"156",427.210760871462,"positive",1.46522194890822
"157",429.190123470553,"positive",1.68247744895084
"158",430.193533857172,"positive",5.18383720111204
"159",443.164631775233,"positive",1.31578057991596
"160",443.278505194493,"positive",3.61721635228088
"161",444.281937461109,"positive",3.61721635228088
"162",447.199967566804,"positive",3.85455969917161
"163",448.203253588598,"positive",1.65158050816818
"164",449.175065304496,"positive",1.64109319226857
"165",449.676805122776,"positive",1.51948227049555
"166",454.154536804239,"positive",1.40531701754685
"167",457.157399552371,"positive",1.31578057991596
"168",457.452524487827,"positive",1.31578057991596
