"SFU1",1
"SFU11",2
"SFU111",1
"SFU112",2
"SFU113",2
"SFU114",3
"SFU115",1
"SFU116",1
"SFU117",3
"SFU118",1
"SFU119",2
"SFU12",2
"SFU120",2
"SFU121",3
"SFU122",4
"SFU123",1
"SFU124",2
"SFU125",2
"SFU126",3
"SFU127",1
"SFU128",2
"SFU129",2
"SFU13",2
"SFU130",4
"SFU131",3
"SFU132",3
"SFU133",2
"SFU134",2
"SFU135",4
"SFU136",2
"SFU137",2
"SFU138",2
"SFU139",2
"SFU14",2
"SFU140",1
"SFU141",2
"SFU142",2
"SFU143",2
"SFU144",2
"SFU145",4
"SFU146",1
"SFU147",1
"SFU148",2
"SFU15",2
"SFU16",2
"SFU17",3
"SFU18",3
"SFU19",3
"SFU2",1
"SFU20",1
"SFU21",3
"SFU22",1
"SFU23",1
"SFU24",1
"SFU25",2
"SFU26",2
"SFU27",1
"SFU28",1
"SFU29",2
"SFU3",3
"SFU30",1
"SFU31",1
"SFU32",3
"SFU33",1
"SFU34",3
"SFU35",3
"SFU36",2
"SFU37",2
"SFU38",3
"SFU39",4
"SFU4",3
"SFU40",3
"SFU41",1
"SFU42",2
"SFU43",1
"SFU44",4
"SFU45",2
"SFU46",1
"SFU47",1
"SFU48",1
"SFU49",2
"SFU5",1
"SFU50",1
"SFU51",1
"SFU52",2
"SFU53",2
"SFU54",2
"SFU55",1
"SFU58",2
"SFU59",1
"SFU6",2
"SFU60",4
"SFU61",1
"SFU63",2
"SFU66",2
"SFU67",1
"SFU68",3
"SFU69",3
"SFU7",1
"SFU70",2
"SFU71",3
"SFU72",3
"SFU73",2
"SFU76",3
"SFU78",3
"SFU79",3
"SFU8",1
"SFU80",3
"SFU81",2
"SFU82",3
"SFU83",2
"SFU84",3
"SFU86",2
"SFU87",1
"SFU88",2
"SFU89",2
"SFU9",3
"SFU90",1
"SFU92",2
"SFU93",2
"SFU95",2
"SFU96",3
"SFU97",2
"SFU98",3
"SFU99",1
"X1",3
"X10",2
"X103",2
"X104",1
"X105",1
"X106",1
"X107",2
"X109",3
"X11",3
"X110",3
"X111",3
"X112",4
"X116",1
"X117",3
"X118",3
"X119",1
"X120",3
"X121",3
"X122",1
"X123",2
"X124",2
"X125",3
"X126",2
"X127",1
"X128",1
"X129",3
"X13",2
"X130",2
"X131",3
"X132",4
"X133",3
"X134",1
"X135",3
"X136",2
"X137",1
"X138",3
"X139",3
"X14",2
"X141",2
"X142",2
"X143",4
"X144",3
"X145",4
"X146",2
"X147",1
"X148",1
"X149",1
"X150",3
"X153",3
"X154",3
"X155",3
"X156",2
"X157",2
"X158",3
"X16",2
"X160",3
"X161",1
"X162",1
"X163",2
"X164",2
"X165",1
"X166",2
"X167",1
"X168",3
"X169",1
"X17",1
"X170",2
"X171",4
"X172",1
"X173",1
"X174",2
"X175",3
"X176",3
"X177",1
"X18",1
"X19",1
"X2",3
"X20",1
"X21",2
"X22",1
"X23",2
"X24",1
"X25",1
"X26",3
"X27",1
"X28",1
"X29",1
"X3",3
"X30",3
"X31",3
"X32",3
"X33",2
"X34",4
"X35",3
"X36",3
"X37",2
"X38",2
"X39",1
"X4",1
"X40",2
"X41",2
"X42",1
"X43",2
"X44",3
"X45",2
"X46",1
"X47",2
"X48",3
"X49",1
"X5",1
"X50",3
"X51",3
"X52",2
"X53",2
"X57",3
"X58",2
"X59",1
"X6",2
"X60",1
"X62",3
"X63",3
"X64",3
"X65",3
"X66",3
"X68",2
"X69",3
"X7",2
"X70",2
"X71",1
"X73",1
"X74",1
"X75",3
"X76",2
"X77",3
"X78",1
"X79",2
"X8",2
"X80",1
"X81",3
"X82",1
"X83",1
"X84",1
"X86",1
"X87",3
"X88",2
"X89",2
"X9",2
"X90",3
"X91",3
"X93",2
"X94",2
"X95",2
"X96",2
"X97",3
"X98",3
"X99",4
"P1",2
"P10",2
"P11",2
"P12",2
"P13",2
"P14",2
"P15",3
"P16",2
"P17",2
"P18",2
"P19",2
"P2",2
"P20",2
"P21",2
"P3",2
"P4",2
"P5",2
"P6",3
"P7",2
"P8",2
"P9",2
