"","batch1","batch2"
"989","M407T420","M407T442"
"990","M408T595","M408T606"
"991","M408T428","M408T527"
"992","M409T648","M409T665"
"993","M409T673","M409T683"
"994","M410T98","M410T104"
"995","M410T764","M410T758"
"996","M410T618","M410T628"
"997","M411T675","M411T637"
"998","M411T246","M411T258"
"999","M411T836","M411T828"
"1000","M412T681","M412T699"
"1001","M412T830","M412T827"
"1002","M413T497","M413T399"
"1003","M413T690","M413T694"
"1004","M414T371","M414T399"
"1005","M414T737","M414T696"
"1006","M415T732","M415T737"
"1007","M415T184","M415T194"
"1008","M416T485","M416T509"
"1009","M416T723","M416T688"
"1010","M417T165","M417T196"
"1011","M417T276","M417T280"
"1012","M417T327","M417T350"
"1013","M418T374","M418T398"
"1014","M418T131","M418T146"
"1015","M418T528","M418T553"
"1016","M418T745","M418T751"
"1017","M419T136","M419T143"
"1018","M419T584","M419T487"
"1019","M419T640","M419T743"
"1020","M419T709","M419T606"
"1021","M420T710","M420T717"
"1022","M420T785","M420T782"
"1023","M421T200","M421T216"
"1024","M422T167","M422T179"
"1025","M422T621","M422T634"
"1026","M422T376_2","M422T396"
"1027","M422T691","M422T693"
"1028","M423T325","M423T308"
"1029","M423T168","M423T117"
"1030","M423T577","M423T671"
"1031","M423T522","M423T573"
"1032","M424T632","M424T628"
"1033","M424T325","M424T445"
"1034","M424T121","M424T141"
"1035","M425T228","M425T250"
"1036","M425T657","M425T655"
"1037","M425T570","M425T536"
"1038","M426T357","M426T390"
"1039","M426T96","M426T102"
"1040","M426T659","M426T675"
"1041","M426T554","M426T573"
"1042","M426T425","M426T449"
"1043","M426T287","M426T303"
"1044","M427T689","M427T695"
"1045","M427T346","M427T367"
"1046","M427T287","M427T303"
"1047","M427T563","M427T604"
"1048","M428T225","M428T285"
"1049","M428T692","M428T695"
"1050","M428T497","M428T453"
"1051","M429T269","M429T286"
"1052","M429T573","M429T593"
"1053","M429T120","M429T127"
"1054","M429T699","M429T707"
"1055","M429T601","M429T615"
"1056","M429T285","M429T272"
"1057","M429T332","M429T350"
"1058","M430T121","M430T129"
"1059","M430T605","M430T616"
"1060","M431T527","M431T540"
"1061","M431T600","M431T619"
"1062","M431T737","M431T737"
"1063","M431T120","M431T120"
"1064","M431T651","M431T663"
"1065","M432T428","M432T432"
"1066","M432T192","M432T202"
"1067","M432T643","M432T655"
"1068","M433T681","M433T700"
"1069","M433T574","M433T583"
"1070","M433T409","M433T399"
"1071","M434T560","M434T578"
"1072","M434T681","M434T693"
"1073","M434T281","M434T293"
"1074","M435T720","M435T719"
"1075","M435T317","M435T330"
"1076","M436T465","M436T466"
"1077","M436T295","M436T308"
"1078","M436T727","M436T719"
"1079","M437T379","M437T398"
"1080","M437T727","M437T727"
"1081","M437T365","M437T387"
"1082","M438T334","M438T353"
"1083","M438T572","M438T589"
"1084","M439T475","M439T505"
"1085","M439T191","M439T198"
"1086","M439T605","M439T639"
"1087","M439T500","M439T534"
"1088","M439T382","M439T399"
"1089","M439T737","M439T737"
"1090","M440T353","M440T336"
"1091","M440T606","M440T625"
"1092","M440T382","M440T419"
"1093","M440T298","M440T313"
"1094","M440T738","M440T743"
"1095","M440T97","M440T106"
"1096","M441T596","M441T620"
"1097","M441T383","M441T390"
"1098","M441T696","M441T697"
"1099","M441T757","M441T770"
"1100","M442T135","M442T142"
"1101","M442T307","M442T310"
"1102","M442T565","M442T577"
"1103","M442T707","M442T719"
"1104","M442T381","M442T399"
"1105","M443T612","M443T630"
"1106","M443T493","M443T525"
"1107","M443T728","M443T726"
"1108","M444T316","M444T350"
"1109","M444T139","M444T80"
"1110","M444T489","M444T411"
"1111","M444T731","M444T732"
"1112","M444T570","M444T589"
"1113","M444T740","M444T737"
"1114","M445T545","M445T562"
"1115","M445T687","M445T713"
"1116","M445T295","M445T312"
"1117","M445T456","M445T452"
"1118","M445T626","M445T638"
"1119","M446T512","M446T537"
"1120","M446T685","M446T710"
"1121","M446T547","M446T565"
"1122","M446T455","M446T456"
"1123","M447T626","M447T654"
"1124","M447T519","M447T544"
"1125","M447T930","M447T899"
"1126","M448T268","M448T285"
"1127","M448T433","M448T452"
"1128","M448T150","M448T141"
"1129","M448T834","M448T823"
"1130","M448T928","M448T896"
"1131","M449T585","M449T599"
"1132","M449T428","M449T451"
"1133","M449T944","M449T930"
"1134","M449T765","M449T823"
"1135","M450T261","M450T285"
"1136","M450T122","M450T128"
"1137","M450T584","M450T605"
"1138","M450T433","M450T453"
"1139","M450T343","M450T370"
"1140","M450T715","M450T760"
"1141","M450T942","M450T931"
"1142","M451T376","M451T394"
"1143","M451T249","M451T306"
"1144","M451T732","M451T736"
"1145","M451T942","M451T936"
"1146","M452T596","M452T596"
"1147","M452T377","M452T396"
"1148","M453T260","M453T284"
"1149","M453T764","M453T770"
"1150","M454T270","M454T280"
"1151","M454T763","M454T762"
"1152","M455T606","M455T647"
"1153","M455T484","M455T510"
"1154","M455T410","M455T374"
"1155","M455T353","M455T306"
"1156","M456T578","M456T520"
"1157","M456T762","M456T759"
"1158","M457T149","M457T122"
"1159","M457T327","M457T324"
"1160","M457T737","M457T662"
"1161","M458T559","M458T574"
"1162","M458T440","M458T456"
"1163","M459T724","M459T727"
"1164","M459T280","M459T301"
"1165","M459T435","M459T410"
"1166","M459T640","M459T654_2"
"1167","M460T507","M460T533"
"1168","M460T386","M460T401"
"1169","M460T569","M460T592"
"1170","M460T767","M460T766"
"1171","M461T374","M461T402"
"1172","M461T723","M461T734"
"1173","M461T130","M461T153"
"1174","M461T579","M461T597"
"1175","M461T496","M461T525"
"1176","M461T766","M461T765"
"1177","M462T593","M462T610"
"1178","M462T494","M462T518"
"1179","M463T325","M463T323"
"1180","M463T728","M463T723"
"1181","M463T603","M463T577"
"1182","M464T223","M464T334"
"1183","M464T728","M464T723"
"1184","M464T604","M464T621"
"1185","M464T280","M464T307"
"1186","M465T795","M465T756"
"1187","M465T541","M465T577"
"1188","M465T390","M465T415"
"1189","M465T170","M465T180"
"1190","M466T749","M466T722"
"1191","M466T280","M466T361"
"1192","M466T464","M466T488"
"1193","M466T390","M466T411"
"1194","M466T548","M466T578"
"1195","M467T679","M467T726"
"1196","M467T276","M467T289"
"1197","M467T354","M467T408"
"1198","M467T117","M467T155"
"1199","M467T808","M467T749"
"1200","M468T352","M468T301"
"1201","M468T679","M468T685"
"1202","M468T751","M468T756"
"1203","M469T480","M469T503"
"1204","M469T382","M469T403"
"1205","M469T754","M469T775"
"1206","M469T678","M469T684"
"1207","M469T513","M469T535"
"1208","M470T429","M470T452"
"1209","M470T480","M470T405"
"1210","M470T772","M470T765"
"1211","M470T678","M470T685"
"1212","M470T95","M470T97"
"1213","M471T197","M471T205"
"1214","M471T791","M471T787"
"1215","M471T376","M471T493"
"1216","M472T324","M472T366"
"1217","M472T777","M472T769"
"1218","M474T456","M474T478"
"1219","M474T560","M474T583"
"1220","M474T647","M474T666"
"1221","M474T448","M474T464"
"1222","M475T621","M475T622"
"1223","M476T414","M476T302"
"1224","M476T638","M476T652"
"1225","M476T452","M476T446"
"1226","M476T803","M476T767"
"1227","M477T646","M477T624"
"1228","M477T540","M477T437"
"1229","M477T288","M477T303"
"1230","M478T510","M478T515"
"1231","M478T659","M478T678"
"1232","M478T285","M478T305"
"1233","M479T680","M479T687"
"1234","M479T510","M479T604"
"1235","M480T317","M480T332"
"1236","M480T670","M480T662"
"1237","M480T499","M480T510"
"1238","M480T304","M480T320"
"1239","M481T230","M481T257"
"1240","M481T701","M481T704"
"1241","M482T701","M482T704"
"1242","M483T351","M483T357"
"1243","M483T109","M483T94"
"1244","M483T580","M483T592"
"1245","M483T727","M483T701"
"1246","M485T601","M485T708"
"1247","M485T431","M485T452"
"1248","M485T575","M485T590"
"1249","M486T437","M486T451"
"1250","M486T301","M486T295"
"1251","M486T559","M486T589"
"1252","M486T416","M486T436"
"1253","M486T95","M486T100"
"1254","M487T472","M487T513"
"1255","M487T284","M487T308"
"1256","M487T685","M487T699"
"1257","M487T767","M487T752"
"1258","M488T493","M488T519_1"
"1259","M488T656","M488T620"
"1260","M488T112","M488T107"
"1261","M489T281","M489T321"
"1262","M489T782","M489T779"
"1263","M489T494","M489T521"
"1264","M489T704","M489T686"
"1265","M490T524","M490T523"
"1266","M490T782","M490T769"
"1267","M490T651","M490T660"
"1268","M491T290","M491T308"
"1269","M492T298","M492T316"
"1270","M492T167","M492T182"
"1271","M492T715","M492T701"
"1272","M492T512","M492T545"
"1273","M493T571","M493T594"
"1274","M493T310","M493T325"
"1275","M493T694","M493T707"
"1276","M493T770","M493T769"
"1277","M494T692","M494T796"
"1278","M494T482","M494T510"
"1279","M494T563","M494T584"
"1280","M495T304","M495T305"
"1281","M495T410","M495T439"
"1282","M496T568","M496T579"
"1283","M496T795","M496T781"
"1284","M496T306","M496T319"
"1285","M497T139","M497T153"
"1286","M497T658","M497T599"
"1287","M497T554","M497T484"
"1288","M497T796","M497T793"
"1289","M497T739","M497T723"
"1290","M498T250","M498T269"
"1291","M498T418","M498T353"
"1292","M498T795","M498T793"
"1293","M498T723","M498T723"
"1294","M498T473","M498T508"
"1295","M499T467","M499T500"
"1296","M499T778","M499T770"
"1297","M500T323","M500T345"
"1298","M501T513","M501T446"
"1299","M503T350","M503T305"
"1300","M503T115","M503T105"
"1301","M503T687","M503T689"
"1302","M504T572","M504T572"
"1303","M504T275","M504T373"
"1304","M504T427","M504T443"
"1305","M504T687","M504T706"
"1306","M505T336","M505T373"
"1307","M505T562","M505T475"
"1308","M505T698","M505T688"
"1309","M506T692","M506T685"
"1310","M506T415","M506T435"
"1311","M506T247","M506T283"
"1312","M507T673","M507T688"
"1313","M507T257","M507T296"
"1314","M507T835","M507T828"
"1315","M508T494","M508T521"
"1316","M508T569","M508T674"
"1317","M508T836","M508T829"
"1318","M509T297","M509T316"
"1319","M509T721","M509T608"
"1320","M509T835","M509T831"
"1321","M509T759","M509T752"
"1322","M509T667","M509T676"
"1323","M510T547","M510T522"
"1324","M510T668","M510T701"
"1325","M511T255","M511T274"
"1326","M511T714","M511T711"
"1327","M512T276","M512T295"
"1328","M512T256","M512T273"
"1329","M512T706","M512T709"
"1330","M512T700","M512T704"
"1331","M512T519","M512T544"
"1332","M513T579","M513T597"
"1333","M513T706","M513T704"
"1334","M513T772","M513T736"
"1335","M514T336","M514T364"
"1336","M514T578","M514T596"
"1337","M514T251","M514T271"
"1338","M514T420","M514T446"
"1339","M515T419","M515T365"
"1340","M515T579","M515T596"
"1341","M515T701","M515T743"
"1342","M516T420","M516T439"
"1343","M516T579","M516T582"
"1344","M516T679","M516T711"
"1345","M517T419","M517T440"
"1346","M518T359","M518T372"
"1347","M519T331","M519T307"
"1348","M519T500","M519T532"
"1349","M519T568","M519T630"
"1350","M519T738","M519T737"
"1351","M520T623","M520T653"
"1352","M520T516","M520T540"
"1353","M521T121","M521T130"
"1354","M521T628","M521T674"
"1355","M522T649","M522T653"
"1356","M523T650","M523T642"
"1357","M523T454","M523T463"
"1358","M523T100","M523T105"
"1359","M524T661","M524T650"
"1360","M524T97","M524T101"
"1361","M525T296","M525T313"
"1362","M525T99","M525T105"
"1363","M525T607","M525T661"
"1364","M526T285","M526T294"
"1365","M526T353","M526T372"
"1366","M526T635","M526T664"
"1367","M527T663","M527T649"
"1368","M527T414","M527T436"
"1369","M527T655","M527T662"
"1370","M528T751","M528T749"
"1371","M528T804","M528T851"
"1372","M529T393","M529T412"
"1373","M529T287","M529T312"
"1374","M529T533","M529T537"
"1375","M529T414","M529T435"
"1376","M529T810","M529T750"
"1377","M529T335","M529T351"
"1378","M530T521","M530T550"
"1379","M530T414","M530T427"
"1380","M530T662","M530T665"
"1381","M531T662","M531T670"
"1382","M531T795","M531T791"
"1383","M531T941","M531T932"
"1384","M532T477","M532T452"
"1385","M532T729","M532T728"
"1386","M532T941","M532T931"
"1387","M533T374","M533T392"
"1388","M533T501","M533T542"
"1389","M533T256","M533T289"
"1390","M533T727","M533T723"
"1391","M534T354","M534T320"
"1392","M535T353","M535T278"
"1393","M535T598","M535T597"
"1394","M535T433","M535T456"
"1395","M535T189","M535T198"
"1396","M536T240","M536T232"
"1397","M537T377","M537T400"
"1398","M537T599","M537T618"
"1399","M537T240","M537T249"
"1400","M537T424","M537T447"
"1401","M537T790","M537T787"
"1402","M538T334","M538T352"
"1403","M538T628","M538T655"
"1404","M538T435","M538T434"
"1405","M539T608","M539T624"
"1406","M539T363","M539T397"
"1407","M539T754","M539T752"
"1408","M540T608","M540T626"
"1409","M540T360","M540T381"
"1410","M540T276","M540T161"
"1411","M540T429","M540T449"
"1412","M540T754","M540T751"
"1413","M541T416","M541T448"
"1414","M541T647","M541T656"
"1415","M542T340","M542T362"
"1416","M542T268","M542T289"
"1417","M542T647","M542T668"
"1418","M543T336","M543T435"
"1419","M543T500","M543T551"
"1420","M543T397","M543T365"
"1421","M543T641","M543T656"
"1422","M544T359","M544T325"
"1423","M544T742","M544T747"
"1424","M544T336","M544T353"
"1425","M545T357","M545T376"
"1426","M547T423","M547T444"
"1427","M547T570","M547T517"
"1428","M547T749","M547T748"
"1429","M548T622","M548T635"
"1430","M548T735","M548T748"
"1431","M549T470","M549T579"
"1432","M549T755","M549T770"
"1433","M550T332","M550T349"
"1434","M550T597","M550T554"
"1435","M550T809","M550T841"
"1436","M551T325","M551T349"
"1437","M552T168","M552T182"
"1438","M552T766","M552T765"
"1439","M553T423","M553T449"
"1440","M553T698","M553T714"
"1441","M553T353","M553T301"
"1442","M553T773","M553T772"
"1443","M553T674","M553T679"
"1444","M554T697","M554T713"
"1445","M554T773","M554T700"
"1446","M554T506","M554T531"
"1447","M555T581","M555T588"
"1448","M556T573","M556T579"
"1449","M556T347","M556T342"
"1450","M558T256","M558T273"
"1451","M558T611","M558T629"
"1452","M558T429","M558T447"
"1453","M558T552","M558T574"
"1454","M558T658","M558T669"
"1455","M559T594","M559T612"
"1456","M559T327","M559T312"
"1457","M559T552","M559T560"
"1458","M559T740","M559T740"
"1459","M560T620","M560T557"
"1460","M561T548","M561T556"
"1461","M561T433","M561T450"
"1462","M562T382","M562T423"
"1463","M562T687","M562T690"
"1464","M564T449","M564T460"
"1465","M565T252","M565T340"
"1466","M565T755","M565T744"
"1467","M565T445","M565T455"
"1468","M566T739","M566T753"
"1469","M566T422","M566T446"
"1470","M566T755","M566T761"
"1471","M567T599","M567T600"
"1472","M567T437","M567T463"
"1473","M567T255","M567T363"
"1474","M567T770","M567T754"
"1475","M568T672","M568T720"
"1476","M568T484","M568T493"
"1477","M568T760","M568T757"
"1478","M569T485","M569T498"
"1479","M569T596","M569T613"
"1480","M571T444","M571T450"
"1481","M571T684","M571T692"
"1482","M572T332","M572T323"
"1483","M572T635","M572T598"
"1484","M573T334","M573T353"
"1485","M573T586","M573T615"
"1486","M574T315","M574T329"
"1487","M575T314","M575T329"
"1488","M575T714","M575T698"
"1489","M575T790","M575T790"
"1490","M576T576","M576T597"
"1491","M576T299","M576T314"
"1492","M576T790","M576T789"
"1493","M577T306","M577T323_1"
"1494","M577T308","M577T323_2"
"1495","M577T818","M577T797"
"1496","M578T316","M578T334"
"1497","M578T818","M578T794"
"1498","M579T253","M579T271"
"1499","M580T756","M580T753"
"1500","M581T325","M581T315"
"1501","M582T597","M582T612"
"1502","M582T737","M582T725"
"1503","M583T460","M583T481"
"1504","M583T255","M583T283"
"1505","M583T749","M583T756"
"1506","M583T673","M583T678"
"1507","M583T569","M583T591"
"1508","M584T427","M584T452"
"1509","M584T320","M584T330"
"1510","M584T751","M584T754"
"1511","M584T673","M584T679"
"1512","M585T441","M585T450"
"1513","M585T277","M585T367"
"1514","M585T750","M585T750"
"1515","M585T98","M585T105"
"1516","M586T552","M586T578"
"1517","M587T446","M587T469"
"1518","M587T693","M587T699"
"1519","M589T546","M589T581"
"1520","M590T339","M590T361"
"1521","M590T443","M590T468"
"1522","M591T306","M591T325"
"1523","M591T749","M591T743"
"1524","M591T482","M591T444"
"1525","M591T859","M591T843"
"1526","M592T501","M592T532"
"1527","M592T310","M592T328"
"1528","M592T745","M592T742"
"1529","M592T432","M592T444"
"1530","M593T540","M593T564"
"1531","M593T791","M593T791"
"1532","M593T751","M593T746"
"1533","M594T256","M594T298"
"1534","M594T760","M594T746"
"1535","M595T429","M595T351"
"1536","M596T682","M596T680"
"1537","M597T415","M597T428"
"1538","M597T673","M597T654"
"1539","M598T281","M598T298"
"1540","M598T687","M598T804"
"1541","M599T319","M599T335"
"1542","M599T668","M599T681"
"1543","M600T281","M600T301"
"1544","M600T629","M600T653"
"1545","M601T412","M601T433_2"
"1546","M601T263","M601T277"
"1547","M601T797","M601T794"
"1548","M601T628","M601T650"
"1549","M602T649","M602T673"
"1550","M602T700","M602T680"
"1551","M603T495","M603T547"
"1552","M603T740","M603T699"
"1553","M604T699","M604T735"
"1554","M605T559","M605T579"
"1555","M605T422","M605T444"
"1556","M606T281","M606T308"
"1557","M606T696","M606T711"
"1558","M607T326","M607T337"
"1559","M608T301","M608T318"
"1560","M609T684","M609T691"
"1561","M609T447","M609T465"
"1562","M610T253","M610T272"
"1563","M610T420","M610T449"
"1564","M612T429","M612T452"
"1565","M612T285","M612T285"
"1566","M612T783","M612T761"
"1567","M613T430","M613T449"
"1568","M613T941","M613T931"
"1569","M613T777","M613T746"
"1570","M614T624","M614T632"
"1571","M614T427","M614T442"
"1572","M614T315","M614T299"
"1573","M614T542","M614T573"
"1574","M615T603","M615T623"
"1575","M615T777","M615T747"
"1576","M615T540","M615T554"
"1577","M616T616","M616T619"
"1578","M616T777","M616T773"
"1579","M617T565","M617T591"
"1580","M617T766","M617T761"
"1581","M617T451","M617T469"
"1582","M618T657","M618T662"
"1583","M619T418","M619T455"
"1584","M620T385","M620T424"
"1585","M620T503","M620T537"
"1586","M621T381","M621T394"
"1587","M621T647","M621T661"
"1588","M621T773","M621T771"
"1589","M622T269","M622T308"
"1590","M622T151","M622T157"
"1591","M622T718","M622T770"
"1592","M623T294","M623T300"
"1593","M623T731","M623T682"
"1594","M624T521","M624T553"
"1595","M624T687","M624T700"
"1596","M624T778","M624T778"
"1597","M624T371","M624T406"
"1598","M625T386","M625T304"
"1599","M625T314","M625T335"
"1600","M625T665","M625T673"
"1601","M625T769","M625T767"
"1602","M626T768","M626T751"
"1603","M627T423","M627T450"
"1604","M627T286","M627T324"
"1605","M627T780","M627T786"
"1606","M628T305","M628T314"
"1607","M629T737","M629T751"
"1608","M629T325","M629T323"
"1609","M630T737","M630T736"
"1610","M631T737","M631T735"
"1611","M631T555","M631T582"
"1612","M632T95","M632T99"
"1613","M633T95","M633T98"
"1614","M633T420","M633T446"
"1615","M634T420","M634T444"
"1616","M634T95","M634T98"
"1617","M635T335","M635T355"
"1618","M636T335","M636T349"
"1619","M637T560","M637T583"
"1620","M637T647","M637T658"
"1621","M637T753","M637T751"
"1622","M638T665","M638T671"
"1623","M640T734","M640T733"
"1624","M640T624","M640T621"
"1625","M641T501","M641T526"
"1626","M641T734","M641T734"
"1627","M641T182","M641T192"
"1628","M641T625","M641T638"
"1629","M642T97","M642T103"
"1630","M642T624","M642T631"
"1631","M642T745","M642T735"
"1632","M643T754","M643T743"
"1633","M644T745","M644T721"
"1634","M645T423","M645T440"
"1635","M646T778","M646T777"
"1636","M648T580","M648T601"
"1637","M649T333","M649T359"
"1638","M649T255","M649T276"
"1639","M650T435","M650T454"
"1640","M650T333","M650T349"
"1641","M650T710","M650T713"
"1642","M651T463","M651T472"
"1643","M651T333","M651T388"
"1644","M651T704","M651T704"
"1645","M651T790","M651T788"
"1646","M652T704","M652T704"
"1647","M653T427","M653T446"
"1648","M653T286","M653T308"
"1649","M655T592","M655T608"
"1650","M655T748","M655T745"
"1651","M656T287","M656T238"
"1652","M656T707","M656T608"
"1653","M657T382","M657T422"
"1654","M657T733","M657T733"
"1655","M657T603","M657T623"
"1656","M658T733","M658T732"
"1657","M658T420","M658T442"
"1658","M660T263","M660T300"
"1659","M661T673","M661T675"
"1660","M662T625","M662T639"
"1661","M663T615","M663T634"
"1662","M664T383","M664T427"
"1663","M664T737","M664T737"
"1664","M665T406","M665T434"
"1665","M665T737","M665T737"
"1666","M666T654","M666T662"
"1667","M666T737","M666T737"
"1668","M667T654","M667T656"
"1669","M668T427","M668T447"
"1670","M669T96","M669T101"
"1671","M671T332","M671T349"
"1672","M671T433","M671T432"
"1673","M672T331","M672T326"
"1674","M673T405","M673T441"
"1675","M673T102","M673T110"
"1676","M673T697","M673T716"
"1677","M674T102","M674T110"
"1678","M675T102","M675T110"
"1679","M675T778","M675T777"
"1680","M676T548","M676T440"
"1681","M676T746","M676T751"
"1682","M677T455","M677T467"
"1683","M681T482","M681T503"
"1684","M682T791","M682T762"
"1685","M683T547","M683T547"
"1686","M685T699","M685T698"
"1687","M686T543","M686T427"
"1688","M687T307","M687T324"
"1689","M688T571","M688T600"
"1690","M689T428","M689T450"
"1691","M690T620","M690T646"
"1692","M691T280","M691T296"
"1693","M691T618","M691T639"
"1694","M692T620","M692T637"
"1695","M692T279","M692T295"
"1696","M693T621","M693T642"
"1697","M695T407","M695T430"
"1698","M696T729","M696T716"
"1699","M698T710","M698T714"
"1700","M699T710_2","M699T712_2"
"1701","M700T711","M700T712_2"
"1702","M701T428","M701T450"
"1703","M701T103","M701T99"
"1704","M701T711","M701T714"
"1705","M702T428","M702T449"
"1706","M703T428","M703T442"
"1707","M707T791","M707T788"
"1708","M707T495","M707T524"
"1709","M708T796","M708T792"
"1710","M708T668","M708T636"
"1711","M709T796","M709T794"
"1712","M710T320","M710T326"
"1713","M710T593","M710T588"
"1714","M711T455","M711T453"
"1715","M712T620","M712T634"
"1716","M713T725","M713T736"
"1717","M713T611","M713T629"
"1718","M714T644","M714T630"
"1719","M715T382","M715T405"
"1720","M716T303","M716T318"
"1721","M716T644","M716T655"
"1722","M717T303_1","M717T318"
"1723","M723T428","M723T449"
"1724","M724T428","M724T448"
"1725","M727T576","M727T597"
"1726","M729T789","M729T784"
"1727","M730T95","M730T99"
"1728","M731T96","M731T100"
"1729","M731T253","M731T268"
"1730","M731T593","M731T628"
"1731","M732T593","M732T612"
"1732","M733T592","M733T612"
"1733","M736T335","M736T354"
"1734","M739T711","M739T613"
"1735","M744T672","M744T649"
"1736","M745T740","M745T736"
"1737","M748T554","M748T611"
"1738","M753T253","M753T268"
"1739","M754T646","M754T656"
"1740","M759T757","M759T739"
"1741","M763T101","M763T83_2"
"1742","M765T317","M765T334"
"1743","M770T557","M770T578"
"1744","M771T103","M771T111"
"1745","M771T723","M771T737"
"1746","M780T711","M780T712"
"1747","M781T711","M781T714"
"1748","M787T316","M787T334"
"1749","M788T316","M788T331"
"1750","M795T737","M795T736"
"1751","M797T722","M797T635"
"1752","M798T611","M798T627"
"1753","M799T619","M799T635"
"1754","M801T238","M801T259"
"1755","M807T748","M807T628"
"1756","M808T612","M808T628"
"1757","M809T612","M809T628"
"1758","M823T608","M823T618"
"1759","M823T382","M823T404"
"1760","M824T382","M824T404"
"1761","M833T632","M833T640"
"1762","M837T549","M837T573"
"1763","M841T737","M841T736"
"1764","M841T612","M841T629"
"1765","M842T640","M842T629"
"1766","M851T666","M851T675"
"1767","M853T313","M853T329"
"1768","M853T667","M853T677"
"1769","M854T313","M854T329"
"1770","M854T667","M854T676"
"1771","M873T379","M873T398"
"1772","M874T379","M874T398"
"1773","M875T379","M875T397"
"1774","M876T379","M876T398"
"1775","M879T594","M879T612"
"1776","M880T594","M880T612"
"1777","M889T549","M889T577"
"1778","M890T549","M890T577"
"1779","M895T379","M895T397"
"1780","M896T379","M896T397"
"1781","M901T594","M901T612"
"1782","M902T594","M902T612"
"1783","M932T755","M932T753"
"1784","M933T755","M933T753"
"1785","M934T754","M934T748"
"1786","M953T749","M953T748"
"1787","M954T754","M954T748"
"1788","M955T573_1","M955T584_1"
"1789","M971T379","M971T398"
"1790","M978T755","M978T753"
"1791","M988T791","M988T789"
"1792","M989T791","M989T789"
"1793","M990T795","M990T791"
"1794","M991T795","M991T791"
"1795","M992T796","M992T793"
"1796","M993T796","M993T793"
