mz-peak	PIUMet-ID	Metabolite-Name	HMDB-ID	origin	super-class	Cellular-location	monisotopic-moleculate-weight	Chemical-formula
m/z=69.0650046591	met12791	1-Pyrroline	HMDB0012497	Endogenous	Organic compounds	NULL	69.05784923	C4H7N
m/z=92.0696406564	met69136	Toluene	HMDB0034168	Food|Toxin	Benzenoids	Membrane	92.06260026	C7H8
m/z=94.0126069617	met46690	2-Chloro-1-propanol	HMDB0031335	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	94.01854255	C3H7ClO
m/z=94.0126069617	met39739	Dimethyl sulfone	HMDB0004983	Drug metabolite|Endogenous|Microbial	Organosulfur compounds	Cytoplasm	94.00885013	C2H6O2S
m/z=94.0853915982	met53532	2-Methyl-1,3-cyclohexadiene	HMDB0032395	Endogenous|Food	Hydrocarbons	Membrane	94.07825032	C7H10
m/z=94.0853915982	met30368	1-Methyl-1,3-cyclohexadiene	HMDB0031532	Endogenous|Food	Hydrocarbons	Membrane	94.07825032	C7H10
m/z=95.0442797724	met70235	2-Hydroxypyridine	HMDB0013751	Endogenous	Organic compounds	NULL	95.03711379	C5H5NO
m/z=95.0442797724	met7795	1H-Pyrrole-2-carboxaldehyde	HMDB0036057	Food	Organic compounds	Cytoplasm|Extracellular	95.03711379	C5H5NO
m/z=96.0475574024	met67672	2,4-Dimethylfuran	HMDB0032965	Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	96.05751488	C6H8O
m/z=96.0475574024	met17490	3-Methyl-2-cyclopenten-1-one	HMDB0031546	Endogenous|Food	Organooxygen compounds	Cytoplasm|Extracellular	96.05751488	C6H8O
m/z=96.0475574024	met62978	2-Methyl-2-cyclopenten-1-one	HMDB0031545	Endogenous|Food	Organooxygen compounds	Cytoplasm|Extracellular	96.05751488	C6H8O
m/z=96.0475574024	met31445	(E,E)-2,4-Hexadienal	HMDB0034729	Food	Organic compounds	Cytoplasm|Extracellular	96.05751488	C6H8O
m/z=96.0475574024	met34982	3-Ethylfuran	HMDB0040588	Food	Organoheterocyclic compounds	Membrane	96.05751488	C6H8O
m/z=96.0475574024	met11681	2-Ethylfuran	HMDB0040587	Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	96.05751488	C6H8O
m/z=96.0475574024	met23124	2,5-Dimethylfuran	HMDB0033182	Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	96.05751488	C6H8O
m/z=97.0600329662	met55	2,4-Dimethyloxazole	HMDB0032968	Food	Organic compounds	Cytoplasm|Extracellular	97.05276385	C5H7NO
m/z=97.0600329662	met16225	4,5-Dimethyloxazole	HMDB0032970	Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	97.05276385	C5H7NO
m/z=97.0600329662	met26817	2,5-Dimethyloxazole	HMDB0032969	Food	Organic compounds	Cytoplasm|Extracellular	97.05276385	C5H7NO
m/z=97.0600329662	met5872	1-Cyano-2-hydroxy-3-butene	HMDB0031339	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	97.05276385	C5H7NO
m/z=103.106999699	met65489	Neurine	HMDB0031259	Endogenous|Food	Alkaloids and derivatives	Cytoplasm|Extracellular	103.09971404	C5H13NO
m/z=103.106999699	met62289	Diethylenetriamine	HMDB0031413	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	103.11094743	C4H13N3
m/z=104.069969542	met64718	1-Pentanethiol	HMDB0032457	Endogenous|Food	Organosulfur compounds	Membrane	104.06597107	C5H12S
m/z=104.069969542	met6368	(±)-2-Pentanethiol	HMDB0041010	Food	Organic compounds	Membrane	104.06597107	C5H12S
m/z=104.069969542	met9136	Styrene	HMDB0034240	Food	Organic compounds	Membrane	104.06260026	C8H8
m/z=104.069969542	met28739	3-Methyl-2-butanethiol	HMDB0036180	Food	Organosulfur compounds	Membrane	104.06597107	C5H12S
m/z=104.069969542	met66138	Isopentyl mercaptan	HMDB0033902	Food	Organic compounds	Membrane	104.06597107	C5H12S
m/z=104.069969542	met11898	2-Methyl-1-butanethiol	HMDB0035418	Food	Organic compounds	Membrane	104.06597107	C5H12S
m/z=105.049630457	met2161	N-Nitroethylenediamine	HMDB0031226	Endogenous|Food	Organic 1,3-dipolar compounds	Cytoplasm|Extracellular	105.05382648	C2H7N3O2
m/z=105.049630457	met46842	L-Serine	HMDB0000187	Endogenous	Organic acids and derivatives	Cytoplasm|Extracellular|Mitochondria|Peroxisome	105.0425931	C3H7NO3
m/z=105.049630457	met37658	D-Serine	HMDB0003406	Endogenous	Organic compounds	Extracellular	105.0425931	C3H7NO3
m/z=110.080266755	met16902	3-Methyl-2-cyclohexen-1-one	HMDB0031541	Endogenous|Food	Organooxygen compounds	Cytoplasm|Extracellular	110.07316494	C7H10O
m/z=110.080266755	met25842	2-Ethyl-5-methylfuran	HMDB0029728	Endogenous|Food	Organic compounds	Membrane	110.07316494	C7H10O
m/z=110.080266755	met24207	2,3,5-Trimethylfuran	HMDB0029721	Endogenous|Food	Organoheterocyclic compounds	Membrane	110.07316494	C7H10O
m/z=110.080266755	met26628	2-Propylfuran	HMDB0040277	Food	Organic compounds	Membrane	110.07316494	C7H10O
m/z=110.080266755	met3263	2-Isopropylfuran	HMDB0040278	Food	Organoheterocyclic compounds	Membrane	110.07316494	C7H10O
m/z=110.080249174	met16902	3-Methyl-2-cyclohexen-1-one	HMDB0031541	Endogenous|Food	Organooxygen compounds	Cytoplasm|Extracellular	110.07316494	C7H10O
m/z=110.080249174	met25842	2-Ethyl-5-methylfuran	HMDB0029728	Endogenous|Food	Organic compounds	Membrane	110.07316494	C7H10O
m/z=110.080249174	met24207	2,3,5-Trimethylfuran	HMDB0029721	Endogenous|Food	Organoheterocyclic compounds	Membrane	110.07316494	C7H10O
m/z=110.080249174	met26628	2-Propylfuran	HMDB0040277	Food	Organic compounds	Membrane	110.07316494	C7H10O
m/z=110.080249174	met3263	2-Isopropylfuran	HMDB0040278	Food	Organoheterocyclic compounds	Membrane	110.07316494	C7H10O
m/z=116.069633604	met8661	1-Propenyl propyl sulfide	HMDB0040244	Food	Organosulfur compounds	Membrane	116.06597107	C6H12S
m/z=116.069633604	met42137	2-Methyl-1-methylthio-2-butene	HMDB0032411	Endogenous|Food	Organosulfur compounds	Cytoplasm|Extracellular|Membrane	116.06597107	C6H12S
m/z=118.085289005	met15295	Diisopropyl sulfide	HMDB0029579	Endogenous|Food	Organosulfur compounds	Membrane	118.08162114	C6H14S
m/z=118.085289005	met50866	Dipropyl sulfide	HMDB0031431	Endogenous|Food	Organosulfur compounds	Membrane	118.08162114	C6H14S
m/z=118.085289005	met45105	1-Hexanethiol	HMDB0039806	Food	Organosulfur compounds	Membrane	118.08162114	C6H14S
m/z=119.985390021	met42529	3-Mercaptopyruvic acid	HMDB0001368	Endogenous	Organic compounds	Mitochondria	119.98811468	C3H4O3S
m/z=120.028196037	met5954	Methyl 2-(methylthio)acetate	HMDB0035646	Endogenous|Food	Organic acids and derivatives	Cytoplasm|Extracellular|Membrane	120.02450019	C4H8O2S
m/z=120.028196037	met7960	3-Methylthiopropionic acid	HMDB0001527	Endogenous|Food	Organic compounds	Extracellular|Membrane	120.02450019	C4H8O2S
m/z=120.06472017	met17115	Acetophenone	HMDB0033910	Drug|Food	Organic oxygen compounds	Cytoplasm|Extracellular	120.05751488	C8H8O
m/z=120.06472017	met6853	2-Methylbenzaldehyde	HMDB0029636	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	120.05751488	C8H8O
m/z=120.06472017	met64075	xi-2-Mercapto-3-methyl-1-butanol	HMDB0039781	Food	Organic compounds	Cytoplasm|Extracellular	120.0608857	C5H12OS
m/z=120.06472017	met35032	Phenylacetaldehyde	HMDB0006236	Endogenous	Organic compounds	Cytoplasm	120.05751488	C8H8O
m/z=120.06472017	met30067	2-Methyl-5-vinylpyrazine	HMDB0037282	Food	Organic compounds	Cytoplasm|Extracellular	120.06874827	C7H8N2
m/z=120.06472017	met34626	Lentialexin	HMDB0038997	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	120.05751488	C8H8O
m/z=120.06472017	met32223	2,3-Dihydrobenzofuran	HMDB0013815	Endogenous	Organic compounds	NULL	120.05751488	C8H8O
m/z=120.06472017	met5733	3-Mercapto-2-methyl-1-butanol	HMDB0032373	Endogenous|Food	Organosulfur compounds	Cytoplasm|Extracellular	120.0608857	C5H12OS
m/z=120.06472017	met56480	2-Methyl-3-vinylpyrazine	HMDB0039989	Food	Organic compounds	Cytoplasm|Extracellular	120.06874827	C7H8N2
m/z=120.06472017	met22070	3-Methylbenzaldehyde	HMDB0029637	Endogenous|Food	Benzenoids	Cytoplasm|Extracellular	120.05751488	C8H8O
m/z=120.06472017	met68995	4-Hydroxystyrene	HMDB0004072	Endogenous	Organic compounds	Membrane (predicted from logP)	120.05751488	C8H8O
m/z=120.06472017	met60943	(1-Methylethenyl)pyrazine	HMDB0037134	Food	Organic compounds	Cytoplasm|Extracellular	120.06874827	C7H8N2
m/z=120.06472017	met25036	3-Mercapto-3-methyl-1-butanol	HMDB0036149	Food	Organic compounds	Cytoplasm|Extracellular	120.0608857	C5H12OS
m/z=120.06472017	met8065	4-Methylbenzaldehyde	HMDB0029638	Endogenous|Food	Benzenoids	Cytoplasm|Extracellular	120.05751488	C8H8O
m/z=120.06472017	met52011	4-(Methylthio)-1-butanol	HMDB0041562	Food	Organosulfur compounds	Cytoplasm|Extracellular	120.06088618	C5H12OS
m/z=120.06472017	met50515	1-Propenylpyrazine	HMDB0040124	Food	Organic compounds	Cytoplasm|Extracellular	120.06874827	C7H8N2
m/z=120.06472017	met5740	4-(Methylthio)-2-butanol	HMDB0041476	Food	Organic compounds	Cytoplasm|Extracellular	120.0608857	C5H12OS
m/z=120.100973024	met1817	1,2,4-Tris(methylene)cyclohexane	HMDB0040458	Food	Organic compounds	Membrane	120.09390038	C9H12
m/z=120.100973024	met39473	Isopropylbenzene	HMDB0034029	Food	Organic compounds	Membrane	120.09390038	C9H12
m/z=120.100973024	met46239	1,2,4-Trimethylbenzene	HMDB0013733	Endogenous	Benzenoids	Membrane (predicted from logP)	120.09390038	C9H12
m/z=122.007445268	met32040	3-Mercaptolactic acid	HMDB0002127	Endogenous	Organic compounds	Cytoplasm	122.00376475	C3H6O3S
m/z=122.007584387	met32040	3-Mercaptolactic acid	HMDB0002127	Endogenous	Organic compounds	Cytoplasm	122.00376475	C3H6O3S
m/z=122.116608941	met49444	Santene	HMDB0038140	Food	Hydrocarbons	Membrane	122.10955045	C9H14
m/z=125.054912094	met13262	2-O-Methylcytosine	HMDB0004339	Endogenous	Organic compounds	NULL	125.05891186	C5H7N3O
m/z=125.054912094	met48333	5-Methylcytosine	HMDB0002894	Endogenous	Organic compounds	Cytoplasm (predicted from logP)	125.05891186	C5H7N3O
m/z=125.054912094	met37661	3-Methylcytosine 	HMDB0011601	Endogenous	Organic compounds	NULL	125.05891186	C5H7N3O
m/z=127.106951871	met57094	Nor-psi-tropine	HMDB0031667	Endogenous|Food	Alkaloids and derivatives	Cytoplasm|Extracellular	127.09971404	C7H13NO
m/z=127.106951871	met3586	1-(1-Pyrrolidinyl)-2-propanone	HMDB0040030	Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	127.09971404	C7H13NO
m/z=132.101080486	met48878	p-Mentha-1,3,5,8-tetraene	HMDB0029641	Endogenous|Food	Benzenoids	Extracellular|Membrane	132.09390038	C10H12
m/z=132.101080486	met48350	2-Heptanethiol	HMDB0032303	Endogenous|Food	Organosulfur compounds	Membrane	132.0972712	C7H16S
m/z=132.101080486	met30503	1-Nitrohexane	HMDB0013812	Endogenous	Organic compounds	NULL	132.1024537	C6H14NO2
m/z=132.101080486	met47793	Heptane-1-thiol	HMDB0032304	Endogenous|Food	Organosulfur compounds	Membrane	132.0972712	C7H16S
m/z=132.101080486	met43716	(3-Aminopropoxy)guanidine	HMDB0039228	Food	Organic compounds	Cytoplasm|Extracellular	132.10111103	C4H12N4O
m/z=133.068060059	met40982	1,4-Dideoxy-1,4-imino-D-ribitol	HMDB0039499	Drug|Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	133.07389322	C5H11NO3
m/z=133.068060059	met32303	N-Lactoyl ethanolamine	HMDB0032356	Endogenous|Food	Organonitrogen compounds	Cytoplasm|Extracellular	133.07389322	C5H11NO3
m/z=133.068060059	met60803	3-Methylpyrrolo[1,2-a]pyrazine	HMDB0033172	Food	Organic compounds	Cytoplasm|Extracellular	133.06399724	C7H7N3
m/z=133.068060059	met15906	L-2-Amino-5-hydroxypentanoic acid	HMDB0031658	Endogenous|Food	Organic acids and derivatives	Cytoplasm|Extracellular	133.07389322	C5H11NO3
m/z=134.116737941	met15923	p-Mentha-1,3,8-triene	HMDB0037013	Endogenous|Food	Organic compounds	Extracellular|Membrane	134.10955045	C10H14
m/z=134.116737941	met44923	1-Isopropyl-3-methylbenzene	HMDB0037051	Food	Benzenoids	Membrane	134.10955045	C10H14
m/z=134.116737941	met13372	1-Methyl-2-propylbenzene	HMDB0032627	Endogenous|Food	Benzenoids	Membrane	134.10955045	C10H14
m/z=134.116737941	met57699	1-Isopropyl-2-methylbenzene	HMDB0037050	Food	Organic compounds	Membrane	134.10955045	C10H14
m/z=134.116706865	met15923	p-Mentha-1,3,8-triene	HMDB0037013	Endogenous|Food	Organic compounds	Extracellular|Membrane	134.10955045	C10H14
m/z=134.116706865	met44923	1-Isopropyl-3-methylbenzene	HMDB0037051	Food	Benzenoids	Membrane	134.10955045	C10H14
m/z=134.116706865	met13372	1-Methyl-2-propylbenzene	HMDB0032627	Endogenous|Food	Benzenoids	Membrane	134.10955045	C10H14
m/z=134.116706865	met57699	1-Isopropyl-2-methylbenzene	HMDB0037050	Food	Organic compounds	Membrane	134.10955045	C10H14
m/z=137.054934482	met12524	3-Pyridylacetic acid	HMDB0001538	Endogenous	Organic compounds	NULL	137.04767847	C7H7NO2
m/z=137.054934482	met9360	Trigonelline	HMDB0000875	Endogenous|Food	Organic compounds	Cytoplasm	137.04767847	C7H7NO2
m/z=137.054934482	met65339	p-Aminobenzoic acid	HMDB0001392	Endogenous|Microbial	Benzenoids	NULL	137.04767847	C7H7NO2
m/z=137.054934482	met74216	Methyl nicotinate	HMDB0029806	Endogenous|Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	137.04767847	C7H7NO2
m/z=138.058251073	met54780	2-Phenoxyethanol	HMDB0041607	Food	Benzenoids	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met12699	1-(2-Furyl)butan-3-one	HMDB0032290	Endogenous|Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met44497	2-Ethylbenzenethiol	HMDB0041361	Food	Organic compounds	Membrane	138.05032101	C8H10S
m/z=138.058251073	met73607	2-Methoxy-4-methylphenol	HMDB0032136	Endogenous|Food	Benzenoids	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met54639	3-Acetyl-2,5-dimethylfuran	HMDB0029563	Endogenous|Food	Organooxygen compounds	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met22443	2,6-Dimethylbenzenethiol	HMDB0032019	Endogenous|Food	Organic compounds	Membrane	138.05032101	C8H10S
m/z=138.058251073	met35848	2-Acetyl-3,5-dimethylfuran	HMDB0032159	Endogenous|Food	Organooxygen compounds	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met62902	4-Ethyl-1,2-benzenediol	HMDB0040174	Food	Organic compounds	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met65571	1,3-Dimethoxybenzene	HMDB0029672	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met27224	8-Hydroxypurine	HMDB0012182	Endogenous	Organic compounds	NULL	138.05416083	C5H6N4O
m/z=138.058251073	met31750	Tyrosol	HMDB0004284	Endogenous	Organic compounds	NULL	138.06807956	C8H10O2
m/z=138.058251073	met1531	1,4-Dimethoxybenzene	HMDB0029671	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met36313	(+/-)-1-Phenylethylmercaptan	HMDB0032467	Endogenous|Food	Benzenoids	Membrane	138.05032101	C8H10S
m/z=138.058251073	met35206	1-(2-Furanyl)-1-butanone	HMDB0039802	Food	Organic compounds	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met46848	2,6-Dimethyl-1,4-benzenediol	HMDB0032137	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met50409	1,2-Dimethoxybenzene	HMDB0032139	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met19649	4-Methoxybenzyl alcohol	HMDB0034241	Food	Benzenoids	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met17582	3-Ethyl-1,2-benzenediol	HMDB0040177	Food	Organic compounds	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met64660	4-Ethoxyphenol	HMDB0032036	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met18480	Benzyl methyl sulfide	HMDB0031314	Endogenous|Food	Organic compounds	Membrane	138.05032101	C8H10S
m/z=138.058251073	met22252	2-Phenylethanethiol	HMDB0032637	Endogenous|Food	Organic compounds	Membrane	138.05032101	C8H10S
m/z=139.059202904	met67926	5-Acetyl-2,4-dimethyloxazole	HMDB0038174	Food	Organic compounds	Cytoplasm|Extracellular	139.06332854	C7H9NO2
m/z=139.059202904	met27307	3,4-Dihydroxybenzylamine	HMDB0012153	Endogenous	Organic compounds	NULL	139.06332854	C7H9NO2
m/z=141.02157808	met4798	2-Propanoylthiazole	HMDB0037168	Food	Organooxygen compounds	Cytoplasm|Extracellular	141.02483454	C6H7NOS
m/z=141.02157808	met58582	O-Phosphoethanolamine	HMDB0000224	Endogenous	Organic compounds	Cytoplasm|Endoplasmic reticulum	141.01909426	C2H8NO4P
m/z=143.065516488	met31230	Quinaldine	HMDB0042004	Drug|Food	Organic compounds	Membrane (predicted from logP)	143.07349929	C10H9N
m/z=143.065516488	met38007	Vinylacetylglycine	HMDB0000894	Endogenous	Organic compounds	NULL	143.05824316	C6H9NO3
m/z=143.065516488	met366	6-Methylquinoline	HMDB0033115	Food	Organic compounds	Membrane	143.07349929	C10H9N
m/z=143.065516488	met41873	Acrylamide-acrylic acid resin	HMDB0032161	Endogenous|Food	Organic acids and derivatives	NULL	143.05824316	C6H9NO3
m/z=144.068845626	met31122	Botryodiplodin	HMDB0036594	Food|Toxin	Organic compounds	Cytoplasm|Extracellular	144.07864425	C7H12O3
m/z=144.068845626	met5352	Methyl (R)-3-methyl-2-oxopentanoate	HMDB0037114	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	144.07864425	C7H12O3
m/z=144.068845626	met29338	2-Aminoquinoline	HMDB0034175	Food	Organic compounds	Cytoplasm|Extracellular	144.06874827	C9H8N2
m/z=144.068845626	met29035	Ethyl levulinate	HMDB0040433	Food	Organic acids and derivatives	Cytoplasm|Extracellular	144.07864425	C7H12O3
m/z=144.068845626	met18285	5-Methylquinoxaline	HMDB0033178	Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	144.06874827	C9H8N2
m/z=144.068845626	met51219	4-Hydroxycyclohexylcarboxylic acid	HMDB0001988	Endogenous|Microbial	Organic oxygen compounds	NULL	144.07864425	C7H12O3
m/z=144.068845626	met3436	S-(3-Methyl-2-butenyl) ethanethioate	HMDB0031698	Endogenous|Food	Organic acids and derivatives	Cytoplasm|Extracellular	144.0608857	C7H12OS
m/z=144.068845626	met45386	N,N-dinitrosopiperazine	HMDB0041941	Endogenous	Organic compounds	NULL	144.06472552	C4H8N4O2
m/z=144.068845626	met6165	Tetrahydrofurfuryl acetate	HMDB0031176	Endogenous|Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	144.07864425	C7H12O3
m/z=146.116746275	met56544	Dibutyl sulfide	HMDB0031660	Endogenous|Food	Organosulfur compounds	Membrane	146.11292127	C8H18S
m/z=146.116746275	met64711	Acetylcholine 	HMDB0000895	Endogenous	Organic nitrogen compounds	Cytoplasm|Extracellular|Nucleus	146.11810376	C7H16NO2
m/z=146.116746275	met23203	2-Ethyl-1-hexanethiol	HMDB0041477	Food	Organic compounds	Membrane	146.11292127	C8H18S
m/z=146.116746275	met64639	4-Trimethylammoniobutanoic acid	HMDB0001161	Drug metabolite|Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane	146.11810376	C7H16NO2
m/z=146.116746275	met41014	1-Nitroheptane	HMDB0013811	Endogenous	Organic compounds	NULL	146.11810376	C7H16NO2
m/z=147.039298712	met74275	Agrocybin	HMDB0030481	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	147.03202841	C8H5NO2
m/z=147.039298712	met43648	Indole-5,6-quinone	HMDB0006779	Endogenous	Organic compounds	NULL	147.03202841	C8H5NO2
m/z=148.043268781	met35582	(E)-3-(4-Hydroxyphenyl)-2-propenal	HMDB0040986	Food	Organic compounds	Cytoplasm|Extracellular	148.0524295	C9H8O2
m/z=148.043268781	met52103	3-Hydroxyglutaric acid	HMDB0000428	Endogenous	Organic compounds	Cytoplasm	148.03717337	C5H8O5
m/z=148.043268781	met58733	L-2-Hydroxyglutaric acid	HMDB0000694	Endogenous|Micorbial	Organic compounds	Cytoplasm (predicted from logP)|Mitochondria	148.03717337	C5H8O5
m/z=148.043268781	met26597	Hydroxylated lecithin	HMDB0032332	Endogenous|Food	Organic acids and derivatives	Cytoplasm|Extracellular	148.04840675	C4H8N2O4
m/z=148.043268781	met40785	2-Hydroxyglutarate	HMDB0059655	Endogenous|Microbial	Organic compounds	Cytoplasm (predicted from logP)|Mitochondria	148.03717337	C5H8O5
m/z=148.043268781	met18290	3,4-Dihydro-2H-1-benzopyran-2-one	HMDB0036626	Food	Phenylpropanoids and polyketides	Cytoplasm|Extracellular	148.0524295	C9H8O2
m/z=148.043268781	met14440	D-Xylono-1,5-lactone	HMDB0011676	Endogenous	Organic compounds	NULL	148.03717337	C5H8O5
m/z=148.043268781	met49089	trans-Cinnamic acid	HMDB0000930	Endogenous|Microbial	Phenylpropanoids and polyketides	Membrane	148.0524295	C9H8O2
m/z=148.043268781	met42922	Di-2-furanylmethane	HMDB0032947	Food	Organoheterocyclic compounds	Membrane	148.0524295	C9H8O2
m/z=148.043268781	met16867	D-2-Hydroxyglutaric acid	HMDB0000606	Endogenous|Microbial	Organic compounds	Cytoplasm (predicted from logP)|Mitochondria	148.03717337	C5H8O5
m/z=148.043268781	met21697	(E)-3-(2-Hydroxyphenyl)-2-propenal	HMDB0031725	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	148.0524295	C9H8O2
m/z=148.043268781	met38038	2-Propenyl propyl disulfide	HMDB0033912	Food	Organic compounds	Membrane	148.03804176	C6H12S2
m/z=148.043268781	met62111	Cinnamic acid	HMDB0000567	Endogenous	Phenylpropanoids and polyketides	Membrane (predicted from logP)	148.0524295	C9H8O2
m/z=148.043268781	met9794	1-Phenyl-1,2-propanedione	HMDB0035243	Food	Benzenoids	Cytoplasm|Extracellular	148.0524295	C9H8O2
m/z=148.043268781	met23959	Methyl 3-methyl-1-butenyl disulfide	HMDB0038890	Food	Organic compounds	Membrane	148.03804176	C6H12S2
m/z=148.043268781	met60624	Ribonolactone	HMDB0001900	Endogenous	Organic compounds	Cytoplasm (predicted from logP)	148.03717337	C5H8O5
m/z=148.043268781	met66151	1-Propenyl propyl disulfide	HMDB0041392	Food	Organic compounds	Membrane	148.03804176	C6H12S2
m/z=148.04270109	met35582	(E)-3-(4-Hydroxyphenyl)-2-propenal	HMDB0040986	Food	Organic compounds	Cytoplasm|Extracellular	148.0524295	C9H8O2
m/z=148.04270109	met52103	3-Hydroxyglutaric acid	HMDB0000428	Endogenous	Organic compounds	Cytoplasm	148.03717337	C5H8O5
m/z=148.04270109	met58733	L-2-Hydroxyglutaric acid	HMDB0000694	Endogenous|Micorbial	Organic compounds	Cytoplasm (predicted from logP)|Mitochondria	148.03717337	C5H8O5
m/z=148.04270109	met26597	Hydroxylated lecithin	HMDB0032332	Endogenous|Food	Organic acids and derivatives	Cytoplasm|Extracellular	148.04840675	C4H8N2O4
m/z=148.04270109	met40785	2-Hydroxyglutarate	HMDB0059655	Endogenous|Microbial	Organic compounds	Cytoplasm (predicted from logP)|Mitochondria	148.03717337	C5H8O5
m/z=148.04270109	met18290	3,4-Dihydro-2H-1-benzopyran-2-one	HMDB0036626	Food	Phenylpropanoids and polyketides	Cytoplasm|Extracellular	148.0524295	C9H8O2
m/z=148.04270109	met14440	D-Xylono-1,5-lactone	HMDB0011676	Endogenous	Organic compounds	NULL	148.03717337	C5H8O5
m/z=148.04270109	met49089	trans-Cinnamic acid	HMDB0000930	Endogenous|Microbial	Phenylpropanoids and polyketides	Membrane	148.0524295	C9H8O2
m/z=148.04270109	met42922	Di-2-furanylmethane	HMDB0032947	Food	Organoheterocyclic compounds	Membrane	148.0524295	C9H8O2
m/z=148.04270109	met16867	D-2-Hydroxyglutaric acid	HMDB0000606	Endogenous|Microbial	Organic compounds	Cytoplasm (predicted from logP)|Mitochondria	148.03717337	C5H8O5
m/z=148.04270109	met21697	(E)-3-(2-Hydroxyphenyl)-2-propenal	HMDB0031725	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	148.0524295	C9H8O2
m/z=148.04270109	met38038	2-Propenyl propyl disulfide	HMDB0033912	Food	Organic compounds	Membrane	148.03804176	C6H12S2
m/z=148.04270109	met62111	Cinnamic acid	HMDB0000567	Endogenous	Phenylpropanoids and polyketides	Membrane (predicted from logP)	148.0524295	C9H8O2
m/z=148.04270109	met9794	1-Phenyl-1,2-propanedione	HMDB0035243	Food	Benzenoids	Cytoplasm|Extracellular	148.0524295	C9H8O2
m/z=148.04270109	met23959	Methyl 3-methyl-1-butenyl disulfide	HMDB0038890	Food	Organic compounds	Membrane	148.03804176	C6H12S2
m/z=148.04270109	met60624	Ribonolactone	HMDB0001900	Endogenous	Organic compounds	Cytoplasm (predicted from logP)	148.03717337	C5H8O5
m/z=148.04270109	met66151	1-Propenyl propyl disulfide	HMDB0041392	Food	Organic compounds	Membrane	148.03804176	C6H12S2
m/z=150.111710935	met12135	3-Caren-5-one	HMDB0035591	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane	150.10446507	C10H14O
m/z=150.111710935	met47784	(2E,4Z,7Z)-2,4,7-Decatrienal	HMDB0033544	Food	Organooxygen compounds	Membrane	150.10446507	C10H14O
m/z=150.111710935	met6151	4-tert-Butylphenol	HMDB0032063	Endogenous|Food	Organic compounds	Membrane	150.10446507	C10H14O
m/z=150.111710935	met53405	(R)-Carvone	HMDB0035089	Endogenous|Food	Organic compounds	Extracellular|Membrane	150.10446507	C10H14O
m/z=150.111710935	met53599	2,6,6-Trimethyl-1,4-cyclohexadiene-1-carboxaldehyde	HMDB0035172	Endogenous|Food	Hydrocarbon derivatives	Extracellular|Membrane	150.10446507	C10H14O
m/z=150.111710935	met40967	Piperitenone	HMDB0036999	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane	150.10446507	C10H14O
m/z=150.111710935	met34409	Teresantalal	HMDB0034921	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	150.10446507	C10H14O
m/z=150.111710935	met55076	4,6-Decadiyn-1-ol	HMDB0038913	Endogenous|Food	Organic compounds	Extracellular|Membrane	150.10446507	C10H14O
