mz-peak	PIUMet-ID	Metabolite-Name	HMDB-ID	origin	super-class	Cellular-location	monisotopic-moleculate-weight	Chemical-formula
m/z=464.211488022	met47841	Estriol-16-Glucuronide	HMDB0006766	Drug metabolite|Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane	464.20463262	C24H32O9
m/z=464.211488022	met51871	Estriol-3-glucuronide	HMDB0010335	Drug or steroid metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	464.20463262	C24H32O9
m/z=464.211488022	met18599	15-Hydroxynorandrostene-3,17-dione glucuronide	HMDB0010353	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	464.20463262	C24H32O9
m/z=464.211488022	met46773	Garcinone E	HMDB0033316	Food	Organic compounds	Membrane	464.21988876	C28H32O6
m/z=464.211488022	met48306	Dulciol B	HMDB0029989	Endogenous|Food	Organoheterocyclic compounds	Membrane	464.21988876	C28H32O6
m/z=464.211302268	met51382	Na-Hexanoyl-Nb-inosityltryptophan	HMDB0039501	Food	Organic compounds	Cytoplasm|Extracellular	464.21586601	C23H32N2O8
m/z=464.211302268	met60005	Dulciol A	HMDB0029990	Endogenous|Food	Organic compounds	Membrane	464.21988876	C28H32O6
m/z=464.211302268	met67578	Estriol-17-glucuronide	HMDB0010333	Drug or steroid metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	464.20463262	C24H32O9
m/z=464.211302268	met16848	16-alpha,17-beta-estriol 17-beta-D-glucuronide	HMDB0010354	Drug or steroid metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	464.20463262	C24H32O9
m/z=464.211302268	met47841	Estriol-16-Glucuronide	HMDB0006766	Drug metabolite|Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane	464.20463262	C24H32O9
m/z=464.211302268	met51871	Estriol-3-glucuronide	HMDB0010335	Drug or steroid metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	464.20463262	C24H32O9
m/z=464.211302268	met18599	15-Hydroxynorandrostene-3,17-dione glucuronide	HMDB0010353	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	464.20463262	C24H32O9
m/z=464.211302268	met46773	Garcinone E	HMDB0033316	Food	Organic compounds	Membrane	464.21988876	C28H32O6
m/z=464.211302268	met48306	Dulciol B	HMDB0029989	Endogenous|Food	Organoheterocyclic compounds	Membrane	464.21988876	C28H32O6
m/z=464.230691897	met31882	Linalool oxide D 3-[apiosyl-(1-&gt;6)-glucoside]	HMDB0031367	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	464.22576199	C21H36O11
m/z=464.230691897	met17734	Linalool 3,6-oxide primeveroside	HMDB0035489	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	464.22576199	C21H36O11
m/z=464.230691897	met12520	Linalool 3,7-oxide beta-primeveroside	HMDB0036571	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	464.22576199	C21H36O11
m/z=464.247738173	met68758	Dehydroepiandrosterone 3-glucuronide	HMDB0010348	Drug or steroid metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	464.24101813	C25H36O8
m/z=464.247738173	met10570	Erinacine G	HMDB0029655	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	464.24101813	C25H36O8
m/z=464.247738173	met31471	Dehydroisoandrosterone 3-glucuronide	HMDB0010327	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	464.24101813	C25H36O8
m/z=464.247738173	met64670	Testosterone glucuronide	HMDB0003193	Drug metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane|Endoplasmic reticulum	464.24101813	C25H36O8
m/z=466.15209821	met21948	Agnuside	HMDB0036561	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	466.14751167	C22H26O11
m/z=466.253221947	met57850	Androsterone glucuronide	HMDB0002829	Drug metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane (predicted from logP)|Endoplasmic reticulum	466.25666819	C25H38O8
m/z=466.253221947	met58078	3-alpha-hydroxy-5-alpha-androstane-17-one 3-D-glucuronide	HMDB0010365	Drug or steroid metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	466.25666819	C25H38O8
m/z=466.253221947	met47453	Etiocholanolone glucuronide	HMDB0004484	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane|Endoplasmic reticulum	466.25666819	C25H38O8
m/z=466.253221947	met29442	5-alpha-Dihydrotestosterone glucuronide	HMDB0006203	Drug metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane|Endoplasmic reticulum	466.25666819	C25H38O8
m/z=472.095948317	met20823	(-)-Epigallocatechin 3-(4-methyl-gallate)	HMDB0040293	Food	Organic compounds	Membrane	472.10056148	C23H20O11
m/z=472.095948317	met59118	(-)-Epigallocatechin 3-(3-methyl-gallate)	HMDB0038363	Food	Organic compounds	Membrane	472.10056148	C23H20O11
m/z=474.268498891	met8386	Lucidenic acid B	HMDB0037610	Food	Organic compounds	Extracellular	474.26175357	C27H38O7
m/z=474.268498891	met65150	Lucidenic acid I	HMDB0035976	Endogenous|Food	Organic compounds	Extracellular	474.26175357	C27H38O7
m/z=474.268498891	met17395	Lucidenic acid L	HMDB0035975	Endogenous|Food	Organic compounds	Extracellular	474.26175357	C27H38O7
m/z=474.268434906	met8386	Lucidenic acid B	HMDB0037610	Food	Organic compounds	Extracellular	474.26175357	C27H38O7
m/z=474.268434906	met65150	Lucidenic acid I	HMDB0035976	Endogenous|Food	Organic compounds	Extracellular	474.26175357	C27H38O7
m/z=474.268434906	met17395	Lucidenic acid L	HMDB0035975	Endogenous|Food	Organic compounds	Extracellular	474.26175357	C27H38O7
m/z=474.268495805	met8386	Lucidenic acid B	HMDB0037610	Food	Organic compounds	Extracellular	474.26175357	C27H38O7
m/z=474.268495805	met65150	Lucidenic acid I	HMDB0035976	Endogenous|Food	Organic compounds	Extracellular	474.26175357	C27H38O7
m/z=474.268495805	met17395	Lucidenic acid L	HMDB0035975	Endogenous|Food	Organic compounds	Extracellular	474.26175357	C27H38O7
m/z=474.268451644	met8386	Lucidenic acid B	HMDB0037610	Food	Organic compounds	Extracellular	474.26175357	C27H38O7
m/z=474.268451644	met65150	Lucidenic acid I	HMDB0035976	Endogenous|Food	Organic compounds	Extracellular	474.26175357	C27H38O7
m/z=474.268451644	met17395	Lucidenic acid L	HMDB0035975	Endogenous|Food	Organic compounds	Extracellular	474.26175357	C27H38O7
m/z=475.271746378	met35140	LysoPE(0:0/18:3(6Z,9Z,12Z))	HMDB0011478	Endogenous|Food	Organic compounds	Extracellular|Membrane	475.26988921	C23H42NO7P
m/z=475.271746378	met10725	LysoPE(0:0/18:3(9Z,12Z,15Z))	HMDB0011479	Endogenous|Food	Organic compounds	Extracellular|Membrane	475.26988921	C23H42NO7P
m/z=475.271746378	met51305	LysoPE(18:3(9Z,12Z,15Z)/0:0)	HMDB0011509	Endogenous|Food	Organic compounds	Extracellular|Membrane	475.26988921	C23H42NO7P
m/z=475.271746378	met68780	LysoPE(18:3(6Z,9Z,12Z)/0:0)	HMDB0011508	Endogenous|Food	Organic compounds	Extracellular|Membrane	475.26988921	C23H42NO7P
m/z=475.271616072	met35140	LysoPE(0:0/18:3(6Z,9Z,12Z))	HMDB0011478	Endogenous|Food	Organic compounds	Extracellular|Membrane	475.26988921	C23H42NO7P
m/z=475.271616072	met10725	LysoPE(0:0/18:3(9Z,12Z,15Z))	HMDB0011479	Endogenous|Food	Organic compounds	Extracellular|Membrane	475.26988921	C23H42NO7P
m/z=475.271616072	met51305	LysoPE(18:3(9Z,12Z,15Z)/0:0)	HMDB0011509	Endogenous|Food	Organic compounds	Extracellular|Membrane	475.26988921	C23H42NO7P
m/z=475.271616072	met68780	LysoPE(18:3(6Z,9Z,12Z)/0:0)	HMDB0011508	Endogenous|Food	Organic compounds	Extracellular|Membrane	475.26988921	C23H42NO7P
m/z=476.284371263	met34718	Lucidenic acid C	HMDB0037609	Endogenous|Food	Organic compounds	Extracellular	476.27740363	C27H40O7
m/z=476.284371263	met29658	Lucidenic acid H	HMDB0035908	Endogenous|Food	Organic compounds	Extracellular	476.27740363	C27H40O7
m/z=476.284371263	met37188	Lucidenic acid G	HMDB0035599	Endogenous|Food	Organic compounds	Extracellular	476.27740363	C27H40O7
m/z=476.284184223	met34718	Lucidenic acid C	HMDB0037609	Endogenous|Food	Organic compounds	Extracellular	476.27740363	C27H40O7
m/z=476.284184223	met29658	Lucidenic acid H	HMDB0035908	Endogenous|Food	Organic compounds	Extracellular	476.27740363	C27H40O7
m/z=476.284184223	met37188	Lucidenic acid G	HMDB0035599	Endogenous|Food	Organic compounds	Extracellular	476.27740363	C27H40O7
m/z=476.284478166	met34718	Lucidenic acid C	HMDB0037609	Endogenous|Food	Organic compounds	Extracellular	476.27740363	C27H40O7
m/z=476.284478166	met29658	Lucidenic acid H	HMDB0035908	Endogenous|Food	Organic compounds	Extracellular	476.27740363	C27H40O7
m/z=476.284478166	met37188	Lucidenic acid G	HMDB0035599	Endogenous|Food	Organic compounds	Extracellular	476.27740363	C27H40O7
m/z=476.284242906	met34718	Lucidenic acid C	HMDB0037609	Endogenous|Food	Organic compounds	Extracellular	476.27740363	C27H40O7
m/z=476.284242906	met29658	Lucidenic acid H	HMDB0035908	Endogenous|Food	Organic compounds	Extracellular	476.27740363	C27H40O7
m/z=476.284242906	met37188	Lucidenic acid G	HMDB0035599	Endogenous|Food	Organic compounds	Extracellular	476.27740363	C27H40O7
m/z=477.287496375	met11820	LysoPE(0:0/18:2(9Z,12Z))	HMDB0011477	Endogenous|Food	Organic compounds	Extracellular|Membrane	477.28553928	C23H44NO7P
m/z=477.287496375	met54798	LysoPE(18:2(9Z,12Z)/0:0)	HMDB0011507	Endogenous|Food	Organic compounds	Extracellular|Membrane	477.28553928	C23H44NO7P
m/z=477.287452705	met11820	LysoPE(0:0/18:2(9Z,12Z))	HMDB0011477	Endogenous|Food	Organic compounds	Extracellular|Membrane	477.28553928	C23H44NO7P
m/z=477.287452705	met54798	LysoPE(18:2(9Z,12Z)/0:0)	HMDB0011507	Endogenous|Food	Organic compounds	Extracellular|Membrane	477.28553928	C23H44NO7P
m/z=477.287660319	met11820	LysoPE(0:0/18:2(9Z,12Z))	HMDB0011477	Endogenous|Food	Organic compounds	Extracellular|Membrane	477.28553928	C23H44NO7P
m/z=477.287660319	met54798	LysoPE(18:2(9Z,12Z)/0:0)	HMDB0011507	Endogenous|Food	Organic compounds	Extracellular|Membrane	477.28553928	C23H44NO7P
m/z=478.227241706	met32991	4-Hydroxyandrostenedione glucuronide	HMDB0010315	Drug or steroid metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	478.22028269	C25H34O9
m/z=478.227241706	met18759	2-Methoxy-estradiol-17b 3-glucuronide	HMDB0006765	Drug metabolite|Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane	478.22028269	C25H34O9
m/z=478.300100972	met35752	25-Acetylvulgaroside	HMDB0041365	Endogenous|Food	Organic compounds	Extracellular|Membrane	478.2930537	C27H42O7
m/z=478.300100972	met22234	Erinacine D	HMDB0031896	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	478.2930537	C27H42O7
m/z=479.303332939	met33968	LysoPE(0:0/18:1(9Z))	HMDB0011476	Endogenous|Food	Organic compounds	Extracellular|Membrane	479.30118934	C23H46NO7P
m/z=479.303332939	met42185	LysoPE(0:0/18:1(11Z))	HMDB0011475	Endogenous|Food	Organic compounds	Extracellular|Membrane	479.30118934	C23H46NO7P
m/z=479.303332939	met1290	LysoPE(18:1(11Z)/0:0)	HMDB0011505	Endogenous|Food	Organic compounds	Extracellular|Membrane	479.30118934	C23H46NO7P
m/z=479.303332939	met65224	LysoPE(18:1(9Z)/0:0)	HMDB0011506	Endogenous|Food	Organic compounds	Extracellular|Membrane	479.30118934	C23H46NO7P
m/z=480.206227796	met32483	Acevaltrate	HMDB0034494	Endogenous|Food	Organic compounds	Extracellular|Membrane	480.19954724	C24H32O10
m/z=480.206227796	met47601	1-alpha-Acevaltrate	HMDB0033653	Endogenous|Food	Organic acids and derivatives	Extracellular|Membrane	480.19954724	C24H32O10
m/z=480.242472339	met26341	11-Oxo-androsterone glucuronide	HMDB0010338	Drug or steroid metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	480.23593275	C25H36O9
m/z=480.242472339	met21492	8-Hexanoylneosolaniol	HMDB0038559	Food	Organic compounds	Cytoplasm|Extracellular	480.23593275	C25H36O9
m/z=480.242472339	met56223	4-Propanoyl-HT2 toxin	HMDB0036161	Food|Toxin	Organic compounds	Cytoplasm|Extracellular	480.23593275	C25H36O9
m/z=480.242472339	met48214	11-Deacetylvaltrate 11-(3-hydroxy-3-methylbutanoate)	HMDB0033654	Endogenous|Food	Organic compounds	Extracellular|Membrane	480.23593275	C25H36O9
m/z=480.242096198	met26341	11-Oxo-androsterone glucuronide	HMDB0010338	Drug or steroid metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	480.23593275	C25H36O9
m/z=480.242096198	met21492	8-Hexanoylneosolaniol	HMDB0038559	Food	Organic compounds	Cytoplasm|Extracellular	480.23593275	C25H36O9
m/z=480.242096198	met56223	4-Propanoyl-HT2 toxin	HMDB0036161	Food|Toxin	Organic compounds	Cytoplasm|Extracellular	480.23593275	C25H36O9
m/z=480.242096198	met48214	11-Deacetylvaltrate 11-(3-hydroxy-3-methylbutanoate)	HMDB0033654	Endogenous|Food	Organic compounds	Extracellular|Membrane	480.23593275	C25H36O9
m/z=480.225948522	met26341	11-Oxo-androsterone glucuronide	HMDB0010338	Drug or steroid metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	480.23593275	C25H36O9
m/z=480.225948522	met21492	8-Hexanoylneosolaniol	HMDB0038559	Food	Organic compounds	Cytoplasm|Extracellular	480.23593275	C25H36O9
m/z=480.225948522	met56223	4-Propanoyl-HT2 toxin	HMDB0036161	Food|Toxin	Organic compounds	Cytoplasm|Extracellular	480.23593275	C25H36O9
m/z=480.225948522	met48214	11-Deacetylvaltrate 11-(3-hydroxy-3-methylbutanoate)	HMDB0033654	Endogenous|Food	Organic compounds	Extracellular|Membrane	480.23593275	C25H36O9
m/z=480.520754179	met9211	1-Tritriacontanol	HMDB0041478	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	480.5270168	C33H68O
m/z=481.246174235	met70952	N-Acetyl-leukotriene E4	HMDB0005084	Endogenous|Food	Organic compounds	Extracellular|Membrane	481.24980867	C25H39NO6S
m/z=483.165601155	met14599	N-[(4-hydroxyphenyl)methyl]ethoxycarbothioamide 4-(tri-acetylrhamnoside)	HMDB0031946	Endogenous|Food	Organic compounds	Membrane (predicted from logP)	483.15630222	C22H29NO9S
m/z=483.165601155	met40879	(Z)-N-[(4-hydroxyphenyl)methyl]ethoxycarbothioamide 4-(tri-acetylrhamnoside)	HMDB0031943	Endogenous|Food	Organic compounds	Membrane (predicted from logP)	483.15630222	C22H29NO9S
m/z=483.243877255	met68308	N1-Caffeoyl-N10-feruloylspermidine	HMDB0038843	Food	Organic compounds	Cytoplasm|Extracellular	483.2369358	C26H33N3O6
m/z=483.243877255	met56484	Caffeoylferuloylspermidine	HMDB0033470	Food	Organic compounds	NULL	483.2369358	C26H33N3O6
m/z=483.243797457	met68308	N1-Caffeoyl-N10-feruloylspermidine	HMDB0038843	Food	Organic compounds	Cytoplasm|Extracellular	483.2369358	C26H33N3O6
m/z=483.243797457	met56484	Caffeoylferuloylspermidine	HMDB0033470	Food	Organic compounds	NULL	483.2369358	C26H33N3O6
m/z=484.177713977	met18227	Dukunolide E	HMDB0035733	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	484.17333249	C26H28O9
m/z=484.177713977	met8729	Nb-trans-p-Coumaroylserotonin glucoside	HMDB0032760	Food	Organic compounds	Cytoplasm|Extracellular	484.18456588	C25H28N2O8
m/z=484.178109644	met18227	Dukunolide E	HMDB0035733	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	484.17333249	C26H28O9
m/z=484.178109644	met8729	Nb-trans-p-Coumaroylserotonin glucoside	HMDB0032760	Food	Organic compounds	Cytoplasm|Extracellular	484.18456588	C25H28N2O8
m/z=488.198659753	met57853	Terretonin	HMDB0035860	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	488.20463262	C26H32O9
m/z=488.198659753	met6891	Isolimonic acid 16-&gt;17-lactone	HMDB0039364	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	488.20463262	C26H32O9
m/z=490.165499385	met640	Edulisin I	HMDB0030594	Endogenous|Food	Organic compounds	Membrane	490.16276781	C28H26O8
m/z=490.165499385	met17052	Phloroacetophenone 6-[xylosyl-(1-&gt;6)-glucoside]	HMDB0032743	Food	Organic compounds	Cytoplasm|Extracellular	490.16864105	C21H30O13
m/z=492.206199887	met64001	Isolariciresinol 9-O-alpha-L-arabinofuranoside	HMDB0032906	Food	Organic compounds	Cytoplasm|Extracellular	492.19954724	C25H32O10
m/z=492.279012893	met40536	Erinacine P	HMDB0036313	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	492.27231826	C27H40O8
m/z=492.279056069	met40536	Erinacine P	HMDB0036313	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	492.27231826	C27H40O8
m/z=493.282534484	met9962	Cytochalasin Npho	HMDB0035367	Food|Toxin	Alkaloids and derivatives	Membrane	493.28282336	C30H39NO5
m/z=494.222008482	met14147	Gibberellin A4 glucosyl ester	HMDB0038610	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	494.21519731	C25H34O10
m/z=494.222008482	met50816	Gibberellin A20 13-glucoside	HMDB0033412	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	494.21519731	C25H34O10
m/z=494.222008482	met35156	(8S,8S)-Secoisolariciresinol 9-xyloside	HMDB0037084	Food	Organic compounds	Cytoplasm|Extracellular	494.21519731	C25H34O10
m/z=494.294636259	met67462	(3b,4b,11b,14b)-11-Ethoxy-3,4-epoxy-14-hydroxy-12-cyathen-15-al 14-xyloside	HMDB0034617	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	494.28796832	C27H42O8
m/z=494.294721484	met67462	(3b,4b,11b,14b)-11-Ethoxy-3,4-epoxy-14-hydroxy-12-cyathen-15-al 14-xyloside	HMDB0034617	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	494.28796832	C27H42O8
m/z=494.295078456	met67462	(3b,4b,11b,14b)-11-Ethoxy-3,4-epoxy-14-hydroxy-12-cyathen-15-al 14-xyloside	HMDB0034617	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	494.28796832	C27H42O8
m/z=496.227325508	met56978	Glaucarubin	HMDB0035626	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	496.23084737	C25H36O10
m/z=496.300917698	met69274	(3b,16b,20R)-Pregn-5-ene-3,16,20-triol 3-glucoside	HMDB0041331	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	496.30361838	C27H44O8
m/z=496.300917698	met29141	3-alpha,20-alpha-Dihydroxy-5-beta-pregNULLe 3-glucuronide	HMDB0010352	Drug or steroid metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	496.30361838	C27H44O8
m/z=496.300917698	met44695	PregNULLediol-3-glucuronide	HMDB0010318	Endogenous|Food	Organic compounds	Extracellular|Membrane	496.30361838	C27H44O8
m/z=502.188349012	met28533	Limonexic acid	HMDB0036075	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane	502.18389718	C26H30O10
m/z=502.188349012	met33244	Isoglobotriaose	HMDB0006598	Endogenous	Lipids and lipid-like molecules	NULL	502.18977042	C19H34O15
m/z=502.224620574	met49692	Isocyclocalamin	HMDB0035222	Food	Organic compounds	Membrane	502.22028269	C27H34O9
m/z=502.224620574	met10209	Cyclocalamin	HMDB0035863	Endogenous|Food	Organic compounds	Extracellular|Membrane	502.22028269	C27H34O9
m/z=502.224620125	met49692	Isocyclocalamin	HMDB0035222	Food	Organic compounds	Membrane	502.22028269	C27H34O9
m/z=502.224620125	met10209	Cyclocalamin	HMDB0035863	Endogenous|Food	Organic compounds	Extracellular|Membrane	502.22028269	C27H34O9
m/z=503.191375543	met4876	beta-D-Galactopyranosyl-(1-&gt;4)-2-amino-2-deoxy-beta-D-glucopyranosyl-(1-&gt;6)-D-mannose	HMDB0041224	Food	Organic compounds	Cytoplasm|Extracellular	503.18501939	C18H33NO15
m/z=504.23158033	met8347	Crocin 4	HMDB0039122	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	504.23593275	C27H36O9
m/z=504.240670609	met8347	Crocin 4	HMDB0039122	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	504.23593275	C27H36O9
m/z=504.261777875	met18724	(3S,7E,9R)-4,7-Megastigmadiene-3,9-diol 9-[apiosyl-(1-&gt;6)-glucoside]	HMDB0029766	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	504.25706212	C24H40O11
m/z=504.261777875	met38552	Blumenol C O-[apiosyl-(1-&gt;6)-glucoside]	HMDB0031936	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	504.25706212	C24H40O11
m/z=506.219612565	met3256	Isolimonic acid	HMDB0038170	Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	506.21519731	C26H34O10
m/z=506.258262411	met45249	11-Hydroxyprogesterone 11-glucuronide	HMDB0010364	Drug or steroid metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	506.25158281	C27H38O9
m/z=508.223564802	met68556	Acetyl-T2 Toxin	HMDB0033164	Food	Lipids and lipid-like molecules	Membrane	508.23084737	C26H36O10
m/z=508.223564802	met3194	Mozambioside	HMDB0037002	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	508.23084737	C26H36O10
m/z=508.223564802	met25369	Cafamarine	HMDB0037003	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	508.23084737	C26H36O10
m/z=508.223564802	met31596	Gibberellin A37 glucosyl ester	HMDB0038611	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	508.23084737	C26H36O10
m/z=508.223564802	met63744	6-O-Oleuropeoylsucrose	HMDB0038117	Food	Organic compounds	NULL	508.21559124	C22H36O13
m/z=511.196893561	met61468	O-6-deoxy-a-L-galactopyranosyl-(1-&gt;2)-O-b-D-galactopyranosyl-(1-&gt;3)-2-(acetylamino)-1,5-anhydro-2-deoxy-D-arabino-Hex-1-enitol	HMDB0002235	Endogenous	Organic compounds	NULL	511.19010477	C20H33NO14
m/z=511.196893561	met10448	O-6-deoxy-a-L-galactopyranosyl-(1-&gt;2)-O-b-D-galactopyranosyl-(1-&gt;4)-2-(acetylamino)-1,5-anhydro-2-deoxy-D-arabino-Hex-1-enitol	HMDB0002276	Endogenous	Organic compounds	NULL	511.19010477	C20H33NO14
m/z=512.305066522	met46252	Carindone	HMDB0038189	Food	Organic compounds	Membrane	512.31378914	C31H44O6
m/z=512.305066522	met63321	Glyuranolide	HMDB0038745	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	512.31378914	C31H44O6
m/z=516.276596375	met47446	Lucidenic acid E2	HMDB0036434	Endogenous|Food	Organic compounds	Extracellular	516.27231826	C29H40O8
m/z=516.276759603	met47446	Lucidenic acid E2	HMDB0036434	Endogenous|Food	Organic compounds	Extracellular	516.27231826	C29H40O8
m/z=516.345332503	met4937	Pokeberrygenin	HMDB0034653	Endogenous|Food	Organic compounds	Extracellular|Membrane	516.34508927	C31H48O6
m/z=516.345332503	met43417	Phytolaccinic acid	HMDB0034640	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	516.34508927	C31H48O6
m/z=518.292210533	met43853	Corchoroside B	HMDB0030343	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane	518.28796832	C29H42O8
m/z=519.295525933	met25037	Vignatic acid B	HMDB0033617	Food	Organic acids and derivatives	Cytoplasm|Extracellular	519.29445068	C27H41N3O7
m/z=519.32689133	met64437	LysoPC(18:2(9Z,12Z))	HMDB0010386	Endogenous|Food	Organic compounds	Extracellular|Membrane	519.33248947	C26H50NO7P
m/z=520.237444928	met22678	Calamin	HMDB0038143	Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular	520.23084737	C27H36O10
m/z=520.237444928	met55327	Myricanol 5-glucoside	HMDB0036525	Food	Organic compounds	Cytoplasm|Extracellular	520.23084737	C27H36O10
m/z=520.237444928	met7258	Purothionin AII	HMDB0039001	Food	Organic acids and derivatives	Membrane	520.24208076	C26H36N2O9
m/z=520.298224191	met46219	24,25-Diacetylvulgaroside	HMDB0041366	Endogenous|Food	Organic compounds	Extracellular|Membrane	520.30361838	C29H44O8
m/z=523.35759436	met29482	LysoPC(18:0)	HMDB0010384	Endogenous|Food	Organic compounds	Extracellular|Membrane	523.3637896	C26H54NO7P
m/z=523.35759436	met47958	LysoPC(0:0/18:0)	HMDB0011128	Endogenous|Food	Organic compounds	Extracellular|Membrane	523.3637896	C26H54NO7P
m/z=524.305056898	met21487	VPGPR Enterostatin	HMDB0003577	Endogenous	Organic compounds	NULL	524.30708105	C23H40N8O6
m/z=526.210826038	met36819	16,17-Dihydro-16a,17-dihydroxygibberellin A7 17-glucoside	HMDB0040649	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	526.20502655	C25H34O12
m/z=526.210826038	met17562	Phaseolus e	HMDB0035039	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	526.20502655	C25H34O12
m/z=526.320450673	met37417	(24E)-3alpha-Acetoxy-15alpha-hydroxy-23-oxo-7,9(11),24-lanostatrien-26-oic acid	HMDB0035386	Endogenous|Food	Organic compounds	Extracellular	526.3294392	C32H46O6
m/z=526.320450673	met64128	(24E)-15alpha-Acetoxy-3alpha-hydroxy-23-oxo-7,9(11),24-lanostatrien-26-oic acid	HMDB0035387	Endogenous|Food	Organic compounds	Extracellular	526.3294392	C32H46O6
m/z=528.260745564	met35019	ent-6R,16bOH,17-Trihydroxy-7-oxo-6,7-seco-19,6-kauranolide 6-O-glucoside	HMDB0038546	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	528.25706212	C26H40O11
m/z=529.243515873	met29110	Malformin	HMDB0029429	Endogenous|Food	Organic acids and derivatives	Cytoplasm|Extracellular	529.23926076	C23H39N5O5S2
m/z=534.26593107	met40830	Pyrophaeophorbide a	HMDB0031150	Endogenous|Food	NULL	Membrane	534.26309097	C33H34N4O3
m/z=534.26593107	met64922	3-Hydroxy-beta-ionol 3-[glucosyl-(1-&gt;6)-glucoside]	HMDB0037527	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane	534.26762681	C25H42O12
m/z=534.26593107	met35971	7,8-Dihydrovomifoliol 9-[rhamnosyl-(1-&gt;6)-glucoside]	HMDB0029770	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	534.26762681	C25H42O12
m/z=534.287267408	met16118	Corchoroside A	HMDB0033846	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane	534.28288294	C29H42O9
